author,poem_count,char_count,avg_chars_per_poem
湘中蛟女著,3,150,50.0
王感化著,3,90,30.0
胡曾,3,42,14.0
李縠著,3,200,66.66666666666667
程長文著,3,332,110.66666666666667
胡幽貞著,2,47,23.5
張固著,2,98,49.0
盧注著,2,198,99.0
裴休著,2,110,55.0
許康佐著,2,144,72.0
王良士著,2,120,60.0
顏粲著,2,144,72.0
鄭餘慶著,2,88,44.0
李亨,2,136,68.0
楊萊兒著,2,100,50.0
李願著,2,70,35.0
崔邠,2,68,34.0
張正元著,2,144,72.0
彭伉著,2,176,88.0
崔璞著,2,108,54.0
李景讓著,2,75,37.5
劉郇伯著,2,85,42.5
崔樞著,2,144,72.0
譚銖著,2,216,108.0
常浩著,2,130,65.0
蕭仿著,2,80,40.0
張嗣初著,2,144,72.0
羅讓著,2,138,69.0
嚴巨川著,2,144,72.0
王甚夷著,2,136,68.0
蕭祜著,2,475,237.5
童翰卿著,2,94,47.0
李沛著,2,144,72.0
崔邠著,2,120,60.0
蘇郁著,2,68,34.0
李璟著,2,160,80.0
封敖著,2,135,67.5
張隨著,2,144,72.0
吳武陵著,2,108,54.0
李曄著,2,208,104.0
裴虔餘著,2,108,54.0
花蕊夫人著,2,5058,2529.0
馮袞著,2,68,34.0
於頔著,2,312,156.0
溫庭皓著,2,228,114.0
蘇鬱著,2,45,22.5
裴潾著,2,662,331.0
趙蕃著,2,135,67.5
孫頠著,2,144,72.0
張氏著,2,112,56.0
宋濟著,2,72,36.0
河北士人著,2,82,41.0
盧渥著,2,136,68.0
柴宿著,2,143,71.5
張希複著,2,57,28.5
宋雍著,2,64,32.0
王霞卿著,2,72,36.0
竇梁賓著,2,72,36.0
呂敞著,2,144,72.0
楊虞卿著,2,75,37.5
王衍著,2,59,29.5
黃崇嘏著,2,100,50.0
徐商著,2,79,39.5
郭良驥著,2,98,49.0
賀朝清著,2,92,46.0
洛中舉子著,2,96,48.0
劉虛白著,2,49,24.5
織錦人著,2,45,22.5
李璟,2,48,24.0
滕倪著,2,104,52.0
潘咸著,2,64,32.0
朱子真著,2,71,35.5
李播著,2,56,28.0
李肱著,2,83,41.5
高璩著,2,79,39.5
張光朝著,2,216,108.0
柳泌著,2,216,108.0
高湘著,2,96,48.0
穆寂著,2,144,72.0
張元宗著,2,60,30.0
張起著,2,70,35.0
權審著,2,55,27.5
侯冽著,2,144,72.0
朱沖和著,2,70,35.0
裴延著,2,47,23.5
唐扶著,2,322,161.0
天寶宮人著,2,56,28.0
王播著,2,136,68.0
陳翥著,2,140,70.0
楊于陵著,2,216,108.0
徐堅,2,150,75.0
盧溵著,2,80,40.0
胡證著,2,102,51.0
張瑛著,2,63,31.5
員南溟著,2,138,69.0
劉鄴著,2,98,49.0
歐陽澥著,2,63,31.5
李善夷著,2,129,64.5
許稷著,2,144,72.0
郭遵著,2,144,72.0
蒯希逸著,2,127,63.5
越溪楊女著,2,84,42.0
楊知至著,2,100,50.0
葛鴉兒著,2,102,51.0
鄭蕡著,2,144,72.0
李敬伯著,2,96,48.0
溫會著,2,96,48.0
楊漢公著,2,70,35.0
姚向著,2,96,48.0
何扶著,2,100,50.0
戈牢著,2,136,68.0
金厚載著,2,136,68.0
任生著,2,59,29.5
武少儀著,2,134,67.0
馮伉著,2,148,74.0
丁棱著,2,110,55.0
席夔著,2,138,69.0
李宣遠著,2,94,47.0
鄭熏著,2,241,120.5
韋鵬翼著,2,72,36.0
錢眾仲著,2,141,70.5
李景著,2,120,60.0
李乂,2,56,28.0
柳氏著,2,60,30.0
于興宗著,2,71,35.5
裴諴著,2,144,72.0
崔鉉著,2,100,50.0
陳昌言著,2,144,72.0
王季文著,2,232,116.0
石殷士著,2,141,70.5
王炎著,2,120,60.0
唐暄著,2,110,55.0
盧貞著,2,84,42.0
李節度姬著,2,108,54.0
周元範著,2,106,53.0
景審著,2,51,25.5
鮑家四弦著,2,60,30.0
崔公遠著,2,60,30.0
郭子儀,2,64,32.0
安鳳著,2,121,60.5
盧儲著,2,56,28.0
司馬都著,2,128,64.0
盧尚書著,2,98,49.0
李賢,2,70,35.0
周墀著,2,128,64.0
劉道昌著,2,72,36.0
郭子儀著,2,80,40.0
李公佐僕著,2,88,44.0
陸堅著,2,83,41.5
劉畋著,2,59,29.5
李涉,2,140,70.0
李適之著,2,45,22.5
薛逢,2,41,20.5
鄭繇著,2,70,35.0
宋鼎著,2,144,72.0
蘇晉著,2,166,83.0
元凜著,2,128,64.0
盧從願著,2,160,80.0
王光庭著,2,192,96.0
酒肆布衣著,2,92,46.0
劉洞著,2,99,49.5
王偃,2,56,28.0
蕭嵩著,2,168,84.0
許學士著,2,72,36.0
孫光憲,2,168,84.0
紫微孫處士著,2,72,36.0
解琬著,2,96,48.0
張錫著,2,96,48.0
方壺居士著,2,70,35.0
徐振著,2,92,46.0
皇甫松,2,112,56.0
李太玄著,2,70,35.0
嚴含質著,2,76,38.0
李濤著,2,35,17.5
謝偃,2,180,90.0
盧懷慎著,2,112,56.0
牛殳著,2,396,198.0
伊夢昌著,2,72,36.0
裴耀卿著,2,158,79.0
裴諧著,2,146,73.0
韓翃,2,68,34.0
陳沆著,2,73,36.5
李敬玄著,2,134,67.0
沈顏著,2,88,44.0
董思恭,2,70,35.0
鐘離權著,2,334,167.0
杜頠著,2,151,75.5
範朝著,2,96,48.0
歐陽詢著,2,72,36.0
何仲舉著,2,65,32.5
韓湘著,2,114,57.0
張巡著,2,116,58.0
王偃著,2,68,34.0
賀蘭進明著,2,408,204.0
韋丹著,2,68,34.0
蕭昕著,2,141,70.5
譚峭著,2,49,24.5
楊炎著,2,60,30.0
李休烈著,2,70,35.0
寇坦著,2,168,84.0
袁瓘著,2,301,150.5
劉晏著,2,76,38.0
許碏著,2,142,71.0
薛業著,2,94,47.0
張若虛著,2,348,174.0
邢巨著,2,68,34.0
樊晃著,2,51,25.5
談戭著,2,59,29.5
張翬著,2,70,35.0
吳象之著,2,80,40.0
蔡隱丘著,2,35,17.5
張宣明著,2,148,74.0
許晝著,2,177,88.5
楊廉著,2,96,48.0
洛川仙女著,2,82,41.0
賈馳著,2,84,42.0
高正臣著,2,96,48.0
劉商,2,308,154.0
富春沙際鬼著,2,43,21.5
熊皦著,2,70,35.0
盧群玉著,2,68,34.0
崔善為,2,80,40.0
高輦著,2,64,32.0
崔信明,2,55,27.5
趙光遠著,2,192,96.0
李士元著,2,108,54.0
高球著,2,104,52.0
弓嗣初著,2,96,48.0
布燮著,2,102,51.0
長孫正隱著,2,96,48.0
張太華著,2,72,36.0
楊徽之著,2,70,35.0
伍彬著,2,76,38.0
蘇瑰著,2,112,56.0
李懷遠著,2,158,79.0
魏元忠著,2,96,48.0
唐備著,2,71,35.5
馬周,2,50,25.0
張文恭,2,80,40.0
張鷟著,2,41,20.5
李濤1著,2,84,42.0
趙謙光著,2,48,24.0
謝邈著,2,128,64.0
杜易簡著,2,124,62.0
戴衢著,2,47,23.5
許鼎著,2,59,29.5
龐德公著,2,72,36.0
楊思玄著,2,148,74.0
楊達著,2,80,40.0
鄭渥著,2,122,61.0
周彥暉著,2,96,48.0
李叔卿著,2,155,77.5
李景伯著,2,57,28.5
織女著,2,94,47.0
嵩山女著,2,72,36.0
無名鬼著,2,69,34.5
東方虯著,2,94,47.0
嚴郾著,2,126,63.0
鄭縉著,2,107,53.5
王仙仙著,2,70,35.0
張友正著,2,144,72.0
故台城妓著,2,76,38.0
顏蕘著,2,51,25.5
李賓著,2,192,96.0
王珪,2,190,95.0
劉贊著,2,69,34.5
長孫無忌,2,60,30.0
高嶠著,2,96,48.0
齊浣著,2,80,40.0
杜正倫,2,140,70.0
王無競,2,54,27.0
崔日知著,2,384,192.0
賈至,2,63,31.5
王正己著,2,49,24.5
滕白著,2,66,33.0
王適,2,94,47.0
高力士著,2,35,17.5
蔡孚著,2,199,99.5
韋檢著,2,70,35.0
袁暉,2,80,40.0
周思鈞著,2,96,48.0
虎丘石壁鬼著,2,162,81.0
李希仲著,2,144,72.0
殷七七著,2,45,22.5
韋莊,2,68,34.0
張建封著,2,393,196.5
韓昭著,2,112,56.0
姚倫著,2,92,46.0
張令問著,2,72,36.0
張叔卿著,2,69,34.5
李搏著,2,100,50.0
鄭丹著,2,96,48.0
崔膺著,2,100,50.0
鄭啟著,2,190,95.0
馮宿著,2,136,68.0
王武陵著,2,136,68.0
蔡昆著,2,47,23.5
劉氏雲,2,54,27.0
懷楚著,2,112,56.0
徐光溥著,2,479,239.5
朱光弼著,2,45,22.5
岑參,2,208,104.0
僧鸞著,2,625,312.5
裴略著,2,62,31.0
亞棲著,2,72,36.0
懷浦著,2,96,48.0
唐怡著,2,45,22.5
韋建著,2,168,84.0
殷寅著,2,230,115.0
無悶著,2,72,36.0
竇威,2,80,40.0
無則著,2,104,52.0
李岑2著,2,144,72.0
棲一著,2,128,64.0
王翰,2,71,35.5
丘光庭著,2,259,129.5
韋迢著,2,96,48.0
張濯著,2,158,79.0
神穎著,2,156,78.0
劉言史,2,84,42.0
王睿,2,56,28.0
李茂複著,2,65,32.5
鄭概著,2,65,32.5
範燈著,2,65,32.5
樊珣著,2,65,32.5
劉蕃著,2,65,32.5
張松齡著,2,60,30.0
張安石著,2,66,33.0
劉長川著,2,70,35.0
李暇,2,80,40.0
趙摶著,2,371,185.5
鄭審著,2,144,72.0
許敬宗著,2,171,85.5
李幼卿著,2,216,108.0
慧偘著,2,72,36.0
法宣著,2,96,48.0
柳郴著,2,60,30.0
懷素著,2,72,36.0
張佐著,2,130,65.0
張禕著,2,72,36.0
閻濟美著,2,96,48.0
張少博著,2,144,72.0
張保胤著,2,100,50.0
應物著,2,124,62.0
元孚著,2,72,36.0
周渭著,2,136,68.0
周存著,2,144,72.0
衛象著,2,78,39.0
黎逢著,2,144,72.0
羅虯著,2,3615,1807.5
釋泚著,2,96,48.0
苗發著,2,112,56.0
大易著,2,111,55.5
幸夤遜著,2,163,81.5
蘇渙著,2,406,203.0
唐晅著,2,105,52.5
尚能著,2,59,29.5
芮挺章著,2,92,46.0
舒道紀著,2,96,48.0
程紫霄著,2,60,30.0
薛昭緯著,2,89,44.5
陸翱著,2,96,48.0
蕭彧著,2,96,48.0
薛令之著,2,78,39.0
徐浩著,2,388,194.0
李棲筠著,2,164,82.0
徐靈府著,2,120,60.0
裴廷裕著,2,124,62.0
長孫佐輔,2,200,100.0
豆盧複著,2,84,42.0
閻德隱著,2,244,122.0
陳寡言著,2,90,45.0
顏仁郁著,2,64,32.0
陳季著,2,141,70.5
常理著,2,156,78.0
石召著,2,72,36.0
王邕著,2,144,72.0
楊巨源,2,120,60.0
杜牧,2,128,64.0
張道古著,2,84,42.0
王延彬著,2,98,49.0
陸扆著,2,80,40.0
郭良著,2,92,46.0
楊諫著,2,94,47.0
李宏皋著,2,152,76.0
令狐峘著,2,168,84.0
陳羽,2,88,44.0
郭澹著,2,110,55.0
王緯著,2,110,55.0
崔何著,2,110,55.0
趙良器著,2,120,60.0
李收著,2,70,35.0
袁傪著,2,110,55.0
蘇源明著,2,174,87.0
屈同仙著,2,201,100.5
沈彬,2,56,28.0
杜審言,2,68,34.0
崔湜,2,80,40.0
陳中師著,1,72,72.0
劉望著,1,62,62.0
辛宏著,1,72,72.0
趙防著,1,48,48.0
殷琮著,1,69,69.0
康翊仁著,1,72,72.0
丁居晦著,1,66,66.0
馮待征著,1,208,208.0
沈祖仙著,1,44,44.0
朱延齡著,1,72,72.0
王沈著,1,34,34.0
周岳秀著,1,62,62.0
杜周士著,1,72,72.0
裴元著,1,72,72.0
邵士彥著,1,44,44.0
冷朝光著,1,31,31.0
陳嶰著,1,36,36.0
衛萬著,1,65,65.0
李章著,1,50,50.0
羅維著,1,69,69.0
樂伸著,1,72,72.0
管雄甫著,1,72,72.0
南巨川著,1,66,66.0
李伉著,1,36,36.0
陳政著,1,144,144.0
郭邕著,1,69,69.0
胡權著,1,72,72.0
崔藩著,1,72,72.0
張鴻著,1,48,48.0
苗仲方著,1,72,72.0
徐至著,1,72,72.0
紇幹諷著,1,72,72.0
景池著,1,48,48.0
苑gT著,1,72,72.0
羅泰著,1,72,72.0
方澤著,1,36,36.0
潘求仁著,1,24,24.0
朱休著,1,72,72.0
張侹著,1,32,32.0
成崿著,1,72,72.0
張陵著,1,32,32.0
呂價著,1,72,72.0
崔江著,1,36,36.0
李建業著,1,44,44.0
蕭意著,1,24,24.0
吳大江著,1,44,44.0
荊叔著,1,24,24.0
李勳著,1,72,72.0
虞羽客著,1,120,120.0
夏侯楚著,1,72,72.0
張熾著,1,22,22.0
劉元叔著,1,180,180.0
王季友2著,1,69,69.0
叔孫玄觀著,1,69,69.0
蕭靜著,1,36,36.0
王訓著,1,46,46.0
張欽敬著,1,69,69.0
徐之才著,1,24,24.0
鄧陟著,1,71,71.0
蔡瑰著,1,156,156.0
王言史著,1,120,120.0
劉廓著,1,46,46.0
何敬著,1,64,64.0
朱晦著,1,36,36.0
唐溫如著,1,36,36.0
唐堯客著,1,184,184.0
李倫著,1,44,44.0
沈麟著,1,48,48.0
李逸著,1,48,48.0
潘佐著,1,24,24.0
賈宗著,1,72,72.0
歐陽賓著,1,34,34.0
王約著,1,72,72.0
郭求著,1,72,72.0
鄭師貞著,1,72,72.0
林珝著,1,48,48.0
趙鐸著,1,96,96.0
楊彝著,1,48,48.0
裴瑤著,1,36,36.0
蔡文恭著,1,72,72.0
張軫著,1,48,48.0
鄭德玄著,1,48,48.0
鄭玉著,1,32,32.0
麻溫其著,1,64,64.0
韋鎰著,1,120,120.0
潘圖著,1,24,24.0
林琨著,1,66,66.0
黃文著,1,60,60.0
衛葉著,1,48,48.0
姚偓著,1,46,46.0
李歸唐著,1,34,34.0
盧鉟著,1,62,62.0
潘雍著,1,36,36.0
梁陟著,1,48,48.0
方愚著,1,34,34.0
朱延著,1,48,48.0
夏侯子雲著,1,22,22.0
滕潛著,1,72,72.0
令狐挺著,1,36,36.0
柳明獻著,1,24,24.0
魏巒著,1,24,24.0
顧甄遠著,1,324,324.0
王揆著,1,158,158.0
李季華著,1,24,24.0
韋道遜著,1,46,46.0
王玄著,1,22,22.0
趙起著,1,48,48.0
寇埴著,1,48,48.0
馮渚著,1,104,104.0
錢戭著,1,48,48.0
李澣著,1,24,24.0
孫咸著,1,64,64.0
王夢周著,1,36,36.0
慕容韋著,1,24,24.0
盧子發著,1,34,34.0
沈徽著,1,144,144.0
陶拱著,1,72,72.0
張南容著,1,100,100.0
殷益著,1,46,46.0
熊曜著,1,110,110.0
歐陽瑾著,1,46,46.0
嚴郭著,1,64,64.0
謝太虛著,1,96,96.0
曹修古著,1,22,22.0
魏兼恕著,1,48,48.0
楊逵著,1,48,48.0
王邵著,1,48,48.0
李得著,1,48,48.0
徐謙著,1,48,48.0
馮道之著,1,69,69.0
徐介著,1,48,48.0
劉gL著,1,48,48.0
李聰著,1,31,31.0
楊持著,1,24,24.0
趙湘著,1,48,48.0
張懷著,1,64,64.0
楊行敏著,1,72,72.0
範夜著,1,22,22.0
方棫著,1,22,22.0
王景中著,1,72,72.0
鄧倚著,1,66,66.0
湯洙著,1,69,69.0
李建樞著,1,32,32.0
張複元著,1,72,72.0
吳秘著,1,72,72.0
唐堯臣著,1,215,215.0
吳英秀著,1,32,32.0
朱華著,1,72,72.0
戴察著,1,72,72.0
張保嗣著,1,36,36.0
豆盧回著,1,181,181.0
孫顧著,1,72,72.0
權徹著,1,86,86.0
郭汭著,1,72,72.0
徐玄之著,1,74,74.0
吳燭著,1,34,34.0
張敬徽著,1,46,46.0
邢象玉著,1,88,88.0
戴休珽著,1,88,88.0
陳璀著,1,72,72.0
顏胄著,1,188,188.0
林璠著,1,48,48.0
裴杞著,1,72,72.0
衛光一著,1,46,46.0
李謹言著,1,72,72.0
張子明著,1,60,60.0
柳曾著,1,163,163.0
鄭嚴著,1,48,48.0
陳凝著,1,42,42.0
陳祜著,1,72,72.0
王瓚著,1,120,120.0
理瑩著,1,120,120.0
徐元鼎著,1,72,72.0
安邑坊女著,1,23,23.0
原陵老翁著,1,245,245.0
長須國駙馬著,1,26,26.0
張守中著,1,30,30.0
穠華著,1,15,15.0
無名女鬼著,1,24,24.0
劉氏亡婦著,1,72,72.0
魏朋妻著,1,69,69.0
金車美人著,1,200,200.0
宮嬪著,1,136,136.0
蘇檢著,1,36,36.0
蘇檢妻著,1,24,24.0
韋檢亡姬著,1,34,34.0
湘中女子著,1,24,24.0
柳藏經著,1,48,48.0
陳宮妃嬪著,1,144,144.0
沙磧女子著,1,36,36.0
蕭曠著,1,36,36.0
織綃女著,1,36,36.0
甄後著,1,36,36.0
密陀僧著,1,24,24.0
客戶裏女子著,1,34,34.0
王麗真著,1,64,64.0
李助著,1,23,23.0
王氏婦著,1,174,174.0
臨淄縣主著,1,558,558.0
孔氏著,1,72,72.0
李微著,1,60,60.0
鐵銚著,1,36,36.0
朱均著,1,110,110.0
漳郡守著,1,36,36.0
省吏著,1,24,24.0
長孫無忌著,1,24,24.0
李旦著,1,19,19.0
李淵著,1,24,24.0
曾崇范妻著,1,13,13.0
胥偃著,1,13,13.0
任玠著,1,18,18.0
周延翰著,1,10,10.0
病狂人著,1,52,52.0
張氏女著,1,36,36.0
張生妻著,1,147,147.0
白氏著,1,26,26.0
張生著,1,46,46.0
破笛著,1,36,36.0
盧絳著,1,84,84.0
國邵南著,1,24,24.0
郭仁表著,1,38,38.0
劉景複著,1,248,248.0
盧獻卿著,1,23,23.0
石季武著,1,23,23.0
邢鳳著,1,36,36.0
李豫著,1,18,18.0
李亨著,1,19,19.0
孫長史女著,1,96,96.0
少年著,1,24,24.0
禿帚著,1,36,36.0
夷陵女郎著,1,127,127.0
崔常侍著,1,36,36.0
裴玄智著,1,24,24.0
冥吏著,1,21,21.0
河湄鬼著,1,23,23.0
巴峽鬼著,1,22,22.0
釋明解著,1,48,48.0
慕容垂著,1,24,24.0
吳興神女著,1,24,24.0
黃陵美人著,1,36,36.0
廣利王女著,1,72,72.0
瀵水神著,1,13,13.0
太白山神著,1,21,21.0
輔國將軍著,1,45,45.0
李序著,1,23,23.0
水府君著,1,180,180.0
龍護老人著,1,38,38.0
李叔霽著,1,23,23.0
洞庭龍君著,1,212,212.0
妙女著,1,14,14.0
楊損著,1,34,34.0
桃花夫人著,1,36,36.0
毛女正美著,1,60,60.0
王氏女著,1,36,36.0
吳彩鸞著,1,30,30.0
觀梅女仙著,1,32,32.0
青童著,1,36,36.0
慈恩院女仙著,1,72,72.0
吳清妻著,1,170,170.0
南溟夫人著,1,36,36.0
介胄鬼著,1,64,64.0
竇裕著,1,24,24.0
張仁寶著,1,36,36.0
石恪著,1,64,64.0
峽中白衣著,1,34,34.0
任彥思家鬼著,1,23,23.0
崇聖寺鬼著,1,64,64.0
塚中人著,1,33,33.0
商山客死生著,1,66,66.0
徐侃著,1,38,38.0
巴陵館鬼著,1,34,34.0
隔窗鬼著,1,36,36.0
長安中鬼著,1,34,34.0
田達誠宅鬼著,1,30,30.0
九華山白衣著,1,30,30.0
趙z7著,1,23,23.0
甘露寺鬼著,1,103,103.0
書生著,1,34,34.0
鄭適著,1,34,34.0
商山三丈夫著,1,48,48.0
張省躬著,1,24,24.0
蕭微著,1,36,36.0
河中鬼著,1,26,26.0
襄陽舉人著,1,30,30.0
沈青箱著,1,48,48.0
鄭瓊羅著,1,34,34.0
劉溉著,1,34,34.0
尉佗著,1,36,36.0
韓弇著,1,23,23.0
陸憑著,1,23,23.0
選人著,1,24,24.0
竇昉著,1,71,71.0
崔少玄著,1,64,64.0
韋洪著,1,61,61.0
胡傳美著,1,64,64.0
錢信著,1,24,24.0
崔融2著,1,24,24.0
吳黔著,1,44,44.0
吳士矩著,1,36,36.0
暢甫著,1,48,48.0
李夐著,1,144,144.0
公孫杲著,1,48,48.0
林披著,1,38,38.0
鄭露著,1,23,23.0
張紹著,1,414,414.0
馬乂著,1,72,72.0
任要著,1,60,60.0
路應著,1,168,168.0
盧言著,1,24,24.0
崔善為著,1,48,48.0
陳叔達著,1,60,60.0
褚亮著,1,78,78.0
李瀚2著,1,2502,2502.0
張幹著,1,16,16.0
宋元素著,1,36,36.0
趙武建著,1,24,24.0
張翱著,1,18,18.0
伶人著,1,12,12.0
王魯著,1,12,12.0
蕭結著,1,19,19.0
許宏著,1,34,34.0
李縝著,1,168,168.0
杜兼著,1,25,25.0
康駢著,1,56,56.0
王麗真女郎著,1,31,31.0
閩後陳氏著,1,60,60.0
楊貴妃著,1,31,31.0
林楚翹著,1,50,50.0
許岷著,1,124,124.0
劉侍讀著,1,46,46.0
庾傳素著,1,62,62.0
歐陽彬2著,1,46,46.0
鐘輻著,1,101,101.0
張曙2著,1,48,48.0
鄭符著,1,21,21.0
崔懷寶著,1,30,30.0
竇弘餘著,1,56,56.0
戴公懷著,1,168,168.0
裴談著,1,27,27.0
孟昶著,1,62,62.0
李隆基著,1,51,51.0
清豁著,1,34,34.0
馬令著,1,165,165.0
尉遲汾著,1,360,360.0
薛光謙著,1,72,72.0
扈載著,1,44,44.0
郭密之著,1,120,120.0
宇文鼎著,1,23,23.0
崔耿著,1,34,34.0
孟翔著,1,134,134.0
皇甫大夫著,1,48,48.0
李兼著,1,20,20.0
梁寶著,1,73,73.0
黃幡綽著,1,38,38.0
姚嶸著,1,36,36.0
崔立言著,1,36,36.0
徐彥若著,1,14,14.0
孫子多著,1,36,36.0
鄭光業著,1,20,20.0
朱澤著,1,36,36.0
嚴震著,1,46,46.0
孔顒著,1,36,36.0
賀遂涉著,1,24,24.0
高亭著,1,18,18.0
史思明著,1,22,22.0
張懷慶著,1,36,36.0
石惠泰著,1,24,24.0
柳逢著,1,23,23.0
邵景著,1,30,30.0
韋鏗著,1,34,34.0
麹崇裕著,1,24,24.0
封抱一著,1,22,22.0
吳人著,1,22,22.0
中宗朝優人著,1,30,30.0
楊廷玉著,1,31,31.0
陸子著,1,22,22.0
梁載言著,1,48,48.0
石抱忠著,1,56,56.0
李榮著,1,24,24.0
釋元康著,1,33,33.0
李日新著,1,34,34.0
黎瓘著,1,36,36.0
僧法軌著,1,33,33.0
歸氏子著,1,36,36.0
何承裕著,1,18,18.0
陳嶠著,1,18,18.0
羅穎著,1,18,18.0
商則著,1,14,14.0
蔡押衙著,1,16,16.0
包賀著,1,46,46.0
蘇芸著,1,14,14.0
周顓著,1,34,34.0
座客著,1,34,34.0
楊鸞著,1,32,32.0
李晝著,1,36,36.0
張魯封著,1,36,36.0
李和風著,1,36,36.0
陸岩夢著,1,64,64.0
閻敬愛著,1,36,36.0
甘洽著,1,44,44.0
劉炎著,1,18,18.0
太守著,1,24,24.0
李令著,1,32,32.0
郫城令著,1,34,34.0
楊苧蘿著,1,24,24.0
馮暉著,1,14,14.0
李花開著,1,24,24.0
馮道幕客著,1,36,36.0
荊人著,1,24,24.0
李都著,1,64,64.0
戚逍遙著,1,30,30.0
張雲容著,1,144,144.0
呂炅著,1,72,72.0
七歲女子著,1,22,22.0
慎氏著,1,34,34.0
侯氏著,1,64,64.0
張立本女著,1,30,30.0
薛媛著,1,48,48.0
陳玉蘭著,1,32,32.0
崔氏著,1,32,32.0
楊德麟著,1,24,24.0
裴淑著,1,46,46.0
王氏著,1,34,34.0
郭紹蘭著,1,22,22.0
趙氏1著,1,176,176.0
林氏著,1,96,96.0
喬氏著,1,23,23.0
任氏著,1,82,82.0
魏氏著,1,188,188.0
楊容華著,1,46,46.0
寶曆宮人著,1,11,11.0
金真德著,1,115,115.0
李玉簫著,1,32,32.0
僖宗宮人著,1,23,23.0
宣宗宮人著,1,23,23.0
德宗宮人著,1,24,24.0
開元宮人著,1,46,46.0
武后宮人著,1,46,46.0
安守範著,1,67,67.0
李景儉著,1,66,66.0
薛瑤著,1,28,28.0
蔣氏著,1,24,24.0
華山老人著,1,32,32.0
葛氏女著,1,34,34.0
楚兒著,1,64,64.0
襄陽妓著,1,36,36.0
舞柘枝女著,1,36,36.0
武昌妓著,1,36,36.0
太原妓著,1,36,36.0
劉采春著,1,144,144.0
曹文姬著,1,15,15.0
誰氏女著,1,36,36.0
若耶溪女子著,1,36,36.0
湘驛女子著,1,24,24.0
京兆女子著,1,36,36.0
李主簿姬著,1,32,32.0
劉氏婦著,1,68,68.0
周仲美著,1,78,78.0
劉元載妻著,1,32,32.0
長孫佐轉妻著,1,88,88.0
趙虛舟著,1,32,32.0
薛瓊著,1,23,23.0
劉淑柔著,1,48,48.0
裴羽仙著,1,72,72.0
嚴續姬著,1,32,32.0
崔素娥著,1,36,36.0
趙氏3著,1,60,60.0
崔紫雲著,1,36,36.0
紅綃妓著,1,34,34.0
程洛賓著,1,36,36.0
終南山翁著,1,32,32.0
衡州舟子著,1,30,30.0
顏令賓著,1,24,24.0
李胄著,1,72,72.0
沈鵬著,1,69,69.0
顧偉著,1,72,72.0
盧征著,1,72,72.0
徐仁嗣著,1,72,72.0
王若岩著,1,72,72.0
濮陽瓘著,1,69,69.0
張何著,1,66,66.0
張公乂著,1,72,72.0
鄭袞著,1,72,72.0
萬俟造著,1,72,72.0
宋迪著,1,72,72.0
鄭述誠著,1,72,72.0
李子昂著,1,96,96.0
張元正著,1,72,72.0
孟匡明著,1,72,72.0
袁求賢著,1,72,72.0
鄭昉著,1,96,96.0
孟翱著,1,72,72.0
吳叔達著,1,72,72.0
鄭馥著,1,96,96.0
崔宗著,1,72,72.0
裴大章著,1,72,72.0
葉元良著,1,72,72.0
石倚著,1,72,72.0
王卓著,1,96,96.0
劉公興著,1,72,72.0
薛少殷著,1,72,72.0
辛學士著,1,24,24.0
驪山遊人著,1,36,36.0
懿宗朝舉子著,1,134,134.0
天嶠遊人著,1,36,36.0
建業蔔者著,1,36,36.0
吏部選人著,1,24,24.0
江陵士子著,1,62,62.0
崔公佐客著,1,36,36.0
同穀子著,1,180,180.0
婺州山中人著,1,21,21.0
黃山隱著,1,46,46.0
太上隱者著,1,22,22.0
西鄙人著,1,23,23.0
唐末朝士著,1,36,36.0
白衫舉子著,1,30,30.0
元和舉子著,1,36,36.0
鄭僕射著,1,24,24.0
貞元文士著,1,36,36.0
洪州將軍著,1,36,36.0
僖宗北省官著,1,32,32.0
天寶時人著,1,36,36.0
神龍從臣著,1,36,36.0
景龍文館士著,1,36,36.0
京兆韋氏子著,1,34,34.0
繆氏子著,1,34,34.0
曹生著,1,36,36.0
吳公著,1,22,22.0
梁補闕著,1,36,36.0
鄭中丞著,1,24,24.0
王蘇蘇著,1,34,34.0
平康妓著,1,36,36.0
陳蓬著,1,11,11.0
吳子來著,1,84,84.0
侯道華著,1,69,69.0
欒清著,1,24,24.0
趙惠宗著,1,86,86.0
李遐周著,1,22,22.0
申歡著,1,24,24.0
成真人著,1,22,22.0
張果著,1,64,64.0
葉法善著,1,132,132.0
孫思邈著,1,163,163.0
魚又玄著,1,87,87.0
彭曉著,1,128,128.0
虞有賢著,1,87,87.0
範堯佐著,1,59,59.0
樊夫人著,1,34,34.0
李升著,1,36,36.0
軒轅彌明著,1,64,64.0
裴翛然著,1,24,24.0
司馬退之著,1,100,100.0
張氳著,1,72,72.0
司馬承禎著,1,64,64.0
荊州僧著,1,6,6.0
靈准著,1,11,11.0
志定著,1,30,30.0
玄幽著,1,15,15.0
雲容著,1,6,6.0
知業著,1,15,15.0
裴航著,1,36,36.0
陸禹臣著,1,23,23.0
淡然著,1,11,11.0
蜀酒閣道人著,1,30,30.0
鄭冠卿著,1,15,15.0
陳複休著,1,15,15.0
曲龍山仙著,1,136,136.0
鄰道場人著,1,34,34.0
太白山玄士著,1,34,34.0
太乙真君著,1,36,36.0
青城丈人著,1,36,36.0
許大著,1,34,34.0
樵夫著,1,24,24.0
成都醉道士著,1,180,180.0
萼嶺書生著,1,36,36.0
章江書生著,1,30,30.0
黃冠野夫著,1,48,48.0
