全唐詩作者字符數排名 (不包含標題)
==================================================
生成時間: 2025-08-20 22:11:28
注意: 只統計詩歌內容字符，不包含標題

📊 作者排名 (按字符數降序)
----------------------------------------
   1. 白居易: 211,259 字符 (2,600 首詩, 平均 81.3 字符/首)
   2. 杜甫: 119,581 字符 (1,137 首詩, 平均 105.2 字符/首)
   3. 李白: 84,580 字符 (853 首詩, 平均 99.2 字符/首)
 366. 棲蟾: 574 字符 (12 首詩, 平均 47.8 字符/首)
 367. 徐安貞: 571 字符 (11 首詩, 平均 51.9 字符/首)
 368. 韋元旦: 566 字符 (10 首詩, 平均 56.6 字符/首)
 369. 薛奇童: 565 字符 (7 首詩, 平均 80.7 字符/首)
 370. 臨淄縣主: 558 字符 (1 首詩, 平均 558.0 字符/首)
 371. 王渙: 556 字符 (3 首詩, 平均 185.3 字符/首)
 372. 崔泰之: 552 字符 (4 首詩, 平均 138.0 字符/首)
 373. 李昂2: 550 字符 (3 首詩, 平均 183.3 字符/首)
 374. 賀朝: 542 字符 (7 首詩, 平均 77.4 字符/首)
 375. 萬楚: 537 字符 (9 首詩, 平均 59.7 字符/首)
 376. 馬異: 537 字符 (4 首詩, 平均 134.2 字符/首)
 377. 袁暉: 536 字符 (10 首詩, 平均 53.6 字符/首)
 378. 張諤: 534 字符 (11 首詩, 平均 48.5 字符/首)
 379. 李沇: 534 字符 (6 首詩, 平均 89.0 字符/首)
 380. 冷朝陽: 530 字符 (11 首詩, 平均 48.2 字符/首)
 381. 鄭遨: 529 字符 (14 首詩, 平均 37.8 字符/首)
 382. 柳中庸: 528 字符 (12 首詩, 平均 44.0 字符/首)
 383. 朱景玄: 527 字符 (15 首詩, 平均 35.1 字符/首)
 384. 李顯: 525 字符 (7 首詩, 平均 75.0 字符/首)
 385. 李紓: 520 字符 (13 首詩, 平均 40.0 字符/首)
 386. 皇甫湜: 519 字符 (3 首詩, 平均 173.0 字符/首)
 387. 李逢吉: 518 字符 (8 首詩, 平均 64.8 字符/首)
 388. 鮑防: 517 字符 (8 首詩, 平均 64.6 字符/首)
 389. 鄭錫: 516 字符 (11 首詩, 平均 46.9 字符/首)
 390. 劉灣: 510 字符 (6 首詩, 平均 85.0 字符/首)
 391. 牛僧孺: 505 字符 (5 首詩, 平均 101.0 字符/首)
 392. 盧士衡: 500 字符 (9 首詩, 平均 55.6 字符/首)
 393. 楊乘: 492 字符 (5 首詩, 平均 98.4 字符/首)
 394. 王諲: 486 字符 (7 首詩, 平均 69.4 字符/首)
 395. 竇叔向: 486 字符 (9 首詩, 平均 54.0 字符/首)
 396. 王泠然: 485 字符 (5 首詩, 平均 97.0 字符/首)
 397. 孟賓於: 485 字符 (7 首詩, 平均 69.3 字符/首)
 398. 王睿: 484 字符 (10 首詩, 平均 48.4 字符/首)
 399. 蕭至忠: 484 字符 (8 首詩, 平均 60.5 字符/首)
 400. 詹敦仁: 483 字符 (6 首詩, 平均 80.5 字符/首)
 401. 李赤: 480 字符 (10 首詩, 平均 48.0 字符/首)
 402. 可止: 477 字符 (9 首詩, 平均 53.0 字符/首)
 403. 嵩岳諸仙: 477 字符 (1 首詩, 平均 477.0 字符/首)
 404. 李約: 475 字符 (8 首詩, 平均 59.4 字符/首)
 405. 蕭祜: 475 字符 (2 首詩, 平均 237.5 字符/首)
 406. 蔣吉: 474 字符 (15 首詩, 平均 31.6 字符/首)
 407. 吳仁璧: 473 字符 (12 首詩, 平均 39.4 字符/首)
 408. 王適: 467 字符 (7 首詩, 平均 66.7 字符/首)
 409. 白行簡: 465 字符 (7 首詩, 平均 66.4 字符/首)
 410. 賀蘭進明: 464 字符 (3 首詩, 平均 154.7 字符/首)
 411. 徐氏: 462 字符 (15 首詩, 平均 30.8 字符/首)
 412. 崔涯: 462 字符 (9 首詩, 平均 51.3 字符/首)
 413. 歐陽袞: 458 字符 (9 首詩, 平均 50.9 字符/首)
 414. 宋璟: 456 字符 (6 首詩, 平均 76.0 字符/首)
 415. 辛常伯: 455 字符 (1 首詩, 平均 455.0 字符/首)
 416. 嚴武: 454 字符 (6 首詩, 平均 75.7 字符/首)
 417. 楊汝士: 454 字符 (9 首詩, 平均 50.4 字符/首)
 418. 李宣古: 452 字符 (6 首詩, 平均 75.3 字符/首)
 419. 鄭澣: 449 字符 (5 首詩, 平均 89.8 字符/首)
 420. 李昭象: 446 字符 (9 首詩, 平均 49.6 字符/首)
 421. 李玖: 444 字符 (4 首詩, 平均 111.0 字符/首)
 422. 蔣冽: 441 字符 (7 首詩, 平均 63.0 字符/首)
 423. 李康成: 439 字符 (6 首詩, 平均 73.2 字符/首)
 424. 吳商浩: 435 字符 (9 首詩, 平均 48.3 字符/首)
 425. 張彪: 434 字符 (6 首詩, 平均 72.3 字符/首)
 426. 韓溉: 434 字符 (8 首詩, 平均 54.2 字符/首)
 427. 閻防: 433 字符 (6 首詩, 平均 72.2 字符/首)
 428. 張志和: 429 字符 (5 首詩, 平均 85.8 字符/首)
 429. 閻選: 429 字符 (6 首詩, 平均 71.5 字符/首)
 430. 盧殷: 425 字符 (12 首詩, 平均 35.4 字符/首)
 431. 張登: 421 字符 (8 首詩, 平均 52.6 字符/首)
 432. 王縉: 420 字符 (8 首詩, 平均 52.5 字符/首)
 433. 王琚: 420 字符 (4 首詩, 平均 105.0 字符/首)
 434. 包融: 419 字符 (7 首詩, 平均 59.9 字符/首)
 435. 厲玄: 416 字符 (7 首詩, 平均 59.4 字符/首)
 436. 劉象: 414 字符 (7 首詩, 平均 59.1 字符/首)
 437. 張紹: 414 字符 (1 首詩, 平均 414.0 字符/首)
 438. 韋承慶: 410 字符 (8 首詩, 平均 51.2 字符/首)
 439. 于鄴: 409 字符 (10 首詩, 平均 40.9 字符/首)
 440. 蔣貽恭: 408 字符 (10 首詩, 平均 40.8 字符/首)
 441. 蘇渙: 406 字符 (2 首詩, 平均 203.0 字符/首)
 442. 牛殳: 396 字符 (2 首詩, 平均 198.0 字符/首)
 443. 處默: 396 字符 (9 首詩, 平均 44.0 字符/首)
 444. 張若虛: 390 字符 (3 首詩, 平均 130.0 字符/首)
 445. 盧汝弼: 390 字符 (5 首詩, 平均 78.0 字符/首)
 446. 徐浩: 388 字符 (2 首詩, 平均 194.0 字符/首)
 447. 林滋: 387 字符 (6 首詩, 平均 64.5 字符/首)
 448. 馮著: 386 字符 (4 首詩, 平均 96.5 字符/首)
 449. 薛瑩: 385 字符 (12 首詩, 平均 32.1 字符/首)
 450. 崔日知: 384 字符 (2 首詩, 平均 192.0 字符/首)
 451. 袁皓: 384 字符 (4 首詩, 平均 96.0 字符/首)
 452. 常達: 384 字符 (1 首詩, 平均 384.0 字符/首)
 453. 吳越僧: 384 字符 (1 首詩, 平均 384.0 字符/首)
 454. 姚月華: 382 字符 (5 首詩, 平均 76.4 字符/首)
 455. 楊嗣複: 380 字符 (5 首詩, 平均 76.0 字符/首)
 456. 宗楚客: 376 字符 (7 首詩, 平均 53.7 字符/首)
 457. 陳潤: 374 字符 (8 首詩, 平均 46.8 字符/首)
 458. 李程: 372 字符 (5 首詩, 平均 74.4 字符/首)
 459. 趙摶: 371 字符 (2 首詩, 平均 185.5 字符/首)
 460. 伊用昌: 371 字符 (8 首詩, 平均 46.4 字符/首)
 461. 陳叔達: 370 字符 (9 首詩, 平均 41.1 字符/首)
 462. 吳越人: 368 字符 (5 首詩, 平均 73.6 字符/首)
 463. 李治: 366 字符 (7 首詩, 平均 52.3 字符/首)
 464. 沈傳師: 365 字符 (5 首詩, 平均 73.0 字符/首)
 465. 霍總: 361 字符 (7 首詩, 平均 51.6 字符/首)
 466. 劉孝孫: 360 字符 (7 首詩, 平均 51.4 字符/首)
 467. 崔備: 360 字符 (5 首詩, 平均 72.0 字符/首)
 468. 徐敞: 360 字符 (5 首詩, 平均 72.0 字符/首)
 469. 尉遲汾: 360 字符 (1 首詩, 平均 360.0 字符/首)
 470. 王無競: 359 字符 (7 首詩, 平均 51.3 字符/首)
 471. 張聿: 357 字符 (5 首詩, 平均 71.4 字符/首)
 472. 左偃: 356 字符 (11 首詩, 平均 32.4 字符/首)
 473. 鹿虔扆: 355 字符 (4 首詩, 平均 88.8 字符/首)
 474. 李絳: 354 字符 (4 首詩, 平均 88.5 字符/首)
 475. 江為: 353 字符 (9 首詩, 平均 39.2 字符/首)
 476. 鄭絪: 351 字符 (7 首詩, 平均 50.1 字符/首)
 477. 李騭: 350 字符 (3 首詩, 平均 116.7 字符/首)
 478. 李嶷: 348 字符 (5 首詩, 平均 69.6 字符/首)
 479. 蔡希寂: 348 字符 (5 首詩, 平均 69.6 字符/首)
 480. 馮道: 348 字符 (5 首詩, 平均 69.6 字符/首)
 481. 廖融: 344 字符 (7 首詩, 平均 49.1 字符/首)
 482. 席豫: 336 字符 (4 首詩, 平均 84.0 字符/首)
 483. 張柬之: 334 字符 (5 首詩, 平均 66.8 字符/首)
 484. 鐘離權: 334 字符 (2 首詩, 平均 167.0 字符/首)
 485. 王起: 333 字符 (5 首詩, 平均 66.6 字符/首)
 486. 陳元光: 332 字符 (3 首詩, 平均 110.7 字符/首)
 487. 崔護: 332 字符 (6 首詩, 平均 55.3 字符/首)
 488. 程長文: 332 字符 (3 首詩, 平均 110.7 字符/首)
 489. 元晦: 326 字符 (3 首詩, 平均 108.7 字符/首)
 490. 萬齊融: 324 字符 (4 首詩, 平均 81.0 字符/首)
 491. 顧甄遠: 324 字符 (1 首詩, 平均 324.0 字符/首)
 492. 歸仁: 324 字符 (6 首詩, 平均 54.0 字符/首)
 493. 唐扶: 322 字符 (2 首詩, 平均 161.0 字符/首)
 494. 沈千運: 320 字符 (4 首詩, 平均 80.0 字符/首)
 495. 慕幽: 320 字符 (6 首詩, 平均 53.3 字符/首)
 496. 張文琮: 318 字符 (8 首詩, 平均 39.8 字符/首)
 497. 姚崇: 317 字符 (7 首詩, 平均 45.3 字符/首)
 498. 黃損: 317 字符 (5 首詩, 平均 63.4 字符/首)
 499. 元希聲: 312 字符 (1 首詩, 平均 312.0 字符/首)
 500. 於頔: 312 字符 (2 首詩, 平均 156.0 字符/首)
 501. 徐晶: 310 字符 (5 首詩, 平均 62.0 字符/首)
 502. 于良史: 310 字符 (7 首詩, 平均 44.3 字符/首)
 503. 張易之: 308 字符 (5 首詩, 平均 61.6 字符/首)
 504. 岑羲: 308 字符 (6 首詩, 平均 51.3 字符/首)
 505. 章八元: 308 字符 (6 首詩, 平均 51.3 字符/首)
 506. 公乘億: 303 字符 (5 首詩, 平均 60.6 字符/首)
 507. 張夫人: 303 字符 (6 首詩, 平均 50.5 字符/首)
 508. 袁瓘: 301 字符 (2 首詩, 平均 150.5 字符/首)
 509. 賈曾: 300 字符 (6 首詩, 平均 50.0 字符/首)
 510. 鄭世翼: 300 字符 (6 首詩, 平均 50.0 字符/首)
 511. 張嘉貞: 299 字符 (4 首詩, 平均 74.8 字符/首)
 512. 沈頌: 298 字符 (6 首詩, 平均 49.7 字符/首)
 513. 劉斌: 298 字符 (4 首詩, 平均 74.5 字符/首)
 514. 陸敬: 294 字符 (4 首詩, 平均 73.5 字符/首)
 515. 張為: 293 字符 (4 首詩, 平均 73.2 字符/首)
 516. 鄭損: 290 字符 (5 首詩, 平均 58.0 字符/首)
 517. 劉禕之: 288 字符 (4 首詩, 平均 72.0 字符/首)
 518. 韋述: 288 字符 (4 首詩, 平均 72.0 字符/首)
 519. 魏萬: 288 字符 (1 首詩, 平均 288.0 字符/首)
 520. 皇甫澈: 288 字符 (4 首詩, 平均 72.0 字符/首)
 521. 韋處厚: 288 字符 (12 首詩, 平均 24.0 字符/首)
 522. 趙光逢: 288 字符 (3 首詩, 平均 96.0 字符/首)
 523. 于季子: 286 字符 (7 首詩, 平均 40.9 字符/首)
 524. 陳翊: 286 字符 (6 首詩, 平均 47.7 字符/首)
 525. 可朋: 286 字符 (5 首詩, 平均 57.2 字符/首)
 526. 宋昱: 285 字符 (3 首詩, 平均 95.0 字符/首)
 527. 鄭准: 281 字符 (6 首詩, 平均 46.8 字符/首)
 528. 郎大家宋氏: 280 字符 (6 首詩, 平均 46.7 字符/首)
 529. 楊浚: 280 字符 (4 首詩, 平均 70.0 字符/首)
 530. 裴漼: 280 字符 (4 首詩, 平均 70.0 字符/首)
 531. 魏知古: 278 字符 (4 首詩, 平均 69.5 字符/首)
 532. 裴諝: 278 字符 (3 首詩, 平均 92.7 字符/首)
 533. 張均: 276 字符 (5 首詩, 平均 55.2 字符/首)
 534. 李翱: 276 字符 (6 首詩, 平均 46.0 字符/首)
 535. 郭周藩: 276 字符 (1 首詩, 平均 276.0 字符/首)
 536. 許堅2: 275 字符 (6 首詩, 平均 45.8 字符/首)
 537. 周匡物: 274 字符 (5 首詩, 平均 54.8 字符/首)
 538. 劉庭琦: 272 字符 (4 首詩, 平均 68.0 字符/首)
 539. 李邕: 272 字符 (4 首詩, 平均 68.0 字符/首)
 540. 朱長文: 272 字符 (7 首詩, 平均 38.9 字符/首)
 541. 王丘: 270 字符 (3 首詩, 平均 90.0 字符/首)
 542. 李存勖: 269 字符 (4 首詩, 平均 67.2 字符/首)
 543. 竇參: 268 字符 (3 首詩, 平均 89.3 字符/首)
 544. 韓熙載: 267 字符 (5 首詩, 平均 53.4 字符/首)
 545. 元季川: 266 字符 (4 首詩, 平均 66.5 字符/首)
 546. 李觀: 265 字符 (4 首詩, 平均 66.2 字符/首)
 547. 廖匡圖: 265 字符 (5 首詩, 平均 53.0 字符/首)
 548. 陳通方: 264 字符 (3 首詩, 平均 88.0 字符/首)
 549. 陳存: 261 字符 (6 首詩, 平均 43.5 字符/首)
 550. 孔紹安: 260 字符 (7 首詩, 平均 37.1 字符/首)
 551. 李正封: 260 字符 (5 首詩, 平均 52.0 字符/首)
 552. 王元: 259 字符 (6 首詩, 平均 43.2 字符/首)
 553. 丘光庭: 259 字符 (2 首詩, 平均 129.5 字符/首)
 554. 李泌: 256 字符 (5 首詩, 平均 51.2 字符/首)
 555. 孫昌胤: 256 字符 (4 首詩, 平均 64.0 字符/首)
 556. 湯悅: 256 字符 (5 首詩, 平均 51.2 字符/首)
 557. 歐陽玭: 254 字符 (5 首詩, 平均 50.8 字符/首)
 558. 李暇: 253 字符 (5 首詩, 平均 50.6 字符/首)
 559. 張循之: 252 字符 (6 首詩, 平均 42.0 字符/首)
 560. 張仲方: 251 字符 (3 首詩, 平均 83.7 字符/首)
 561. 寒山: 250 字符 (2 首詩, 平均 125.0 字符/首)
 562. 員半千: 248 字符 (4 首詩, 平均 62.0 字符/首)
 563. 張袞: 248 字符 (7 首詩, 平均 35.4 字符/首)
 564. 源幹曜: 248 字符 (3 首詩, 平均 82.7 字符/首)
 565. 許堅1: 248 字符 (5 首詩, 平均 49.6 字符/首)
 566. 劉景複: 248 字符 (1 首詩, 平均 248.0 字符/首)
 567. 樓穎: 247 字符 (3 首詩, 平均 82.3 字符/首)
 568. 竇冀: 247 字符 (1 首詩, 平均 247.0 字符/首)
 569. 原陵老翁: 245 字符 (1 首詩, 平均 245.0 字符/首)
 570. 閻寬: 244 字符 (5 首詩, 平均 48.8 字符/首)
 571. 孫棨: 244 字符 (4 首詩, 平均 61.0 字符/首)
 572. 閻德隱: 244 字符 (2 首詩, 平均 122.0 字符/首)
 573. 楊牢: 243 字符 (3 首詩, 平均 81.0 字符/首)
 574. 陸長源: 241 字符 (5 首詩, 平均 48.2 字符/首)
 575. 鄭熏: 241 字符 (2 首詩, 平均 120.5 字符/首)
 576. 蔣渙: 240 字符 (4 首詩, 平均 60.0 字符/首)
 577. 姚康: 240 字符 (4 首詩, 平均 60.0 字符/首)
 578. 袁不約: 240 字符 (5 首詩, 平均 48.0 字符/首)
 579. 杜頠: 239 字符 (2 首詩, 平均 119.5 字符/首)
 580. 張鼎: 238 字符 (4 首詩, 平均 59.5 字符/首)
 581. 麹信陵: 238 字符 (7 首詩, 平均 34.0 字符/首)
 582. 梁瓊: 238 字符 (5 首詩, 平均 47.6 字符/首)
 583. 史鳳: 238 字符 (7 首詩, 平均 34.0 字符/首)
 584. 陳季卿: 238 字符 (5 首詩, 平均 47.6 字符/首)
 585. 文丙: 237 字符 (5 首詩, 平均 47.4 字符/首)
 586. 殷遙: 236 字符 (5 首詩, 平均 47.2 字符/首)
 587. 潘鹹: 235 字符 (5 首詩, 平均 47.0 字符/首)
 588. 呂渭: 233 字符 (5 首詩, 平均 46.6 字符/首)
 589. 張窈窕: 233 字符 (6 首詩, 平均 38.8 字符/首)
 590. 海順: 233 字符 (1 首詩, 平均 233.0 字符/首)
 591. 王季文: 232 字符 (2 首詩, 平均 116.0 字符/首)
 592. 姚揆: 232 字符 (4 首詩, 平均 58.0 字符/首)
 593. 蔡孚: 231 字符 (3 首詩, 平均 77.0 字符/首)
 594. 殷寅: 230 字符 (2 首詩, 平均 115.0 字符/首)
 595. 袁高: 230 字符 (1 首詩, 平均 230.0 字符/首)
 596. 隱巒: 229 字符 (5 首詩, 平均 45.8 字符/首)
 597. 溫庭皓: 228 字符 (2 首詩, 平均 114.0 字符/首)
 598. 龐蘊: 228 字符 (1 首詩, 平均 228.0 字符/首)
 599. 裴次元: 227 字符 (4 首詩, 平均 56.8 字符/首)
 600. 慧宣: 227 字符 (3 首詩, 平均 75.7 字符/首)
 601. 李希仲: 224 字符 (3 首詩, 平均 74.7 字符/首)
 602. 趙璜: 222 字符 (5 首詩, 平均 44.4 字符/首)
 603. 王zr: 221 字符 (1 首詩, 平均 221.0 字符/首)
 604. 虞羽客: 220 字符 (2 首詩, 平均 110.0 字符/首)
 605. 岑文本: 220 字符 (4 首詩, 平均 55.0 字符/首)
 606. 宋華: 220 字符 (1 首詩, 平均 220.0 字符/首)
 607. 王烈: 219 字符 (4 首詩, 平均 54.8 字符/首)
 608. 王鐸: 219 字符 (4 首詩, 平均 54.8 字符/首)
 609. 廖凝: 219 字符 (4 首詩, 平均 54.8 字符/首)
 610. 常理: 216 字符 (3 首詩, 平均 72.0 字符/首)
 611. 于邵: 216 字符 (5 首詩, 平均 43.2 字符/首)
 612. 李幼卿: 216 字符 (2 首詩, 平均 108.0 字符/首)
 613. 楊于陵: 216 字符 (2 首詩, 平均 108.0 字符/首)
 614. 崔立之: 216 字符 (3 首詩, 平均 72.0 字符/首)
 615. 範傳正: 216 字符 (3 首詩, 平均 72.0 字符/首)
 616. 葉季良: 216 字符 (3 首詩, 平均 72.0 字符/首)
 617. 柳泌: 216 字符 (2 首詩, 平均 108.0 字符/首)
 618. 張光朝: 216 字符 (2 首詩, 平均 108.0 字符/首)
 619. 譚銖: 216 字符 (2 首詩, 平均 108.0 字符/首)
 620. 王駕: 216 字符 (6 首詩, 平均 36.0 字符/首)
 621. 唐堯臣: 215 字符 (1 首詩, 平均 215.0 字符/首)
 622. 徐賢妃: 214 字符 (6 首詩, 平均 35.7 字符/首)
 623. 張紘: 214 字符 (4 首詩, 平均 53.5 字符/首)
 624. 丁澤: 213 字符 (3 首詩, 平均 71.0 字符/首)
 625. 徐延壽: 209 字符 (3 首詩, 平均 69.7 字符/首)
 626. 李璟: 208 字符 (4 首詩, 平均 52.0 字符/首)
 627. 徐九皋: 208 字符 (5 首詩, 平均 41.6 字符/首)
 628. 馮待征: 208 字符 (1 首詩, 平均 208.0 字符/首)
 629. 李曄: 208 字符 (2 首詩, 平均 104.0 字符/首)
 630. 朱晝: 206 字符 (3 首詩, 平均 68.7 字符/首)
 631. 李昂1: 205 字符 (6 首詩, 平均 34.2 字符/首)
 632. 高瑾: 204 字符 (4 首詩, 平均 51.0 字符/首)
 633. 張昌宗: 204 字符 (3 首詩, 平均 68.0 字符/首)
 634. 崔興宗: 204 字符 (5 首詩, 平均 40.8 字符/首)
 635. 王岩: 204 字符 (6 首詩, 平均 34.0 字符/首)
 636. 莫宣卿: 203 字符 (4 首詩, 平均 50.8 字符/首)
 637. 趙氏2: 202 字符 (4 首詩, 平均 50.5 字符/首)
 638. 屈同仙: 201 字符 (2 首詩, 平均 100.5 字符/首)
 639. 奚賈: 201 字符 (4 首詩, 平均 50.2 字符/首)
 640. 郭元振: 200 字符 (5 首詩, 平均 40.0 字符/首)
 641. 杜淹: 200 字符 (3 首詩, 平均 66.7 字符/首)
 642. 庾抱: 200 字符 (5 首詩, 平均 40.0 字符/首)
 643. 韓仲宣: 200 字符 (4 首詩, 平均 50.0 字符/首)
 644. 韋表微: 200 字符 (1 首詩, 平均 200.0 字符/首)
 645. 黃頗: 200 字符 (3 首詩, 平均 66.7 字符/首)
 646. 李縠: 200 字符 (3 首詩, 平均 66.7 字符/首)
 647. 鄭璧: 200 字符 (4 首詩, 平均 50.0 字符/首)
 648. 蜀宮群仙: 200 字符 (6 首詩, 平均 33.3 字符/首)
 649. 金車美人: 200 字符 (1 首詩, 平均 200.0 字符/首)
 650. 盧注: 198 字符 (2 首詩, 平均 99.0 字符/首)
 651. 李迥秀: 196 字符 (4 首詩, 平均 49.0 字符/首)
 652. 馬逢: 196 字符 (4 首詩, 平均 49.0 字符/首)
 653. 沈廷瑞: 196 字符 (4 首詩, 平均 49.0 字符/首)
 654. 徐昌圖: 194 字符 (3 首詩, 平均 64.7 字符/首)
 655. 盧從願: 192 字符 (3 首詩, 平均 64.0 字符/首)
 656. 王光庭: 192 字符 (2 首詩, 平均 96.0 字符/首)
 657. 陳希烈: 192 字符 (3 首詩, 平均 64.0 字符/首)
 658. 崔翹: 192 字符 (3 首詩, 平均 64.0 字符/首)
 659. 劉損: 192 字符 (1 首詩, 平均 192.0 字符/首)
 660. 顏萱: 192 字符 (3 首詩, 平均 64.0 字符/首)
 661. 趙光遠: 192 字符 (2 首詩, 平均 96.0 字符/首)
 662. 賈彥璋: 192 字符 (4 首詩, 平均 48.0 字符/首)
 663. 李賓: 192 字符 (2 首詩, 平均 96.0 字符/首)
 664. 蘇廣文: 192 字符 (3 首詩, 平均 64.0 字符/首)
 665. 善生: 192 字符 (4 首詩, 平均 48.0 字符/首)
 666. 王之渙: 190 字符 (5 首詩, 平均 38.0 字符/首)
 667. 趙居貞: 190 字符 (1 首詩, 平均 190.0 字符/首)
 668. 鄭啟: 190 字符 (2 首詩, 平均 95.0 字符/首)
 669. 羅袞: 190 字符 (3 首詩, 平均 63.3 字符/首)
 670. 卿雲: 190 字符 (4 首詩, 平均 47.5 字符/首)
 671. 趙征明: 189 字符 (3 首詩, 平均 63.0 字符/首)
 672. 張匯: 189 字符 (3 首詩, 平均 63.0 字符/首)
 673. 韓休: 188 字符 (3 首詩, 平均 62.7 字符/首)
 674. 崔邠: 188 字符 (4 首詩, 平均 47.0 字符/首)
 675. 顏胄: 188 字符 (1 首詩, 平均 188.0 字符/首)
 676. 魏氏: 188 字符 (1 首詩, 平均 188.0 字符/首)
 677. 崔仲容: 188 字符 (4 首詩, 平均 47.0 字符/首)
 678. 鄭鏦: 186 字符 (4 首詩, 平均 46.5 字符/首)
 679. 若虛: 186 字符 (3 首詩, 平均 62.0 字符/首)
 680. 魯收: 184 字符 (1 首詩, 平均 184.0 字符/首)
 681. 周弘亮: 184 字符 (3 首詩, 平均 61.3 字符/首)
 682. 唐堯客: 184 字符 (1 首詩, 平均 184.0 字符/首)
 683. 崔宗之: 182 字符 (1 首詩, 平均 182.0 字符/首)
 684. 張建封: 182 字符 (1 首詩, 平均 182.0 字符/首)
 685. 徐鍇: 182 字符 (4 首詩, 平均 45.5 字符/首)
 686. 常楚老: 181 字符 (3 首詩, 平均 60.3 字符/首)
 687. 豆盧回: 181 字符 (1 首詩, 平均 181.0 字符/首)
 688. 許孟容: 180 字符 (4 首詩, 平均 45.0 字符/首)
 689. 馮伉: 180 字符 (3 首詩, 平均 60.0 字符/首)
 690. 謝偃: 180 字符 (2 首詩, 平均 90.0 字符/首)
 691. 尹懋: 180 字符 (3 首詩, 平均 60.0 字符/首)
 692. 李吉甫: 180 字符 (3 首詩, 平均 60.0 字符/首)
 693. 湛賁: 180 字符 (3 首詩, 平均 60.0 字符/首)
 694. 劉元叔: 180 字符 (1 首詩, 平均 180.0 字符/首)
 695. 同穀子: 180 字符 (1 首詩, 平均 180.0 字符/首)
 696. 成都醉道士: 180 字符 (1 首詩, 平均 180.0 字符/首)
 697. 水府君: 180 字符 (1 首詩, 平均 180.0 字符/首)
 698. 李從善: 179 字符 (1 首詩, 平均 179.0 字符/首)
 699. 孫合: 179 字符 (3 首詩, 平均 59.7 字符/首)
 700. 薛馧: 178 字符 (4 首詩, 平均 44.5 字符/首)
 701. 張辭: 178 字符 (4 首詩, 平均 44.5 字符/首)
 702. 許晝: 177 字符 (2 首詩, 平均 88.5 字符/首)
 703. 彭伉: 176 字符 (2 首詩, 平均 88.0 字符/首)
 704. 林藻: 176 字符 (3 首詩, 平均 58.7 字符/首)
 705. 鄭良士: 176 字符 (3 首詩, 平均 58.7 字符/首)
 706. 趙氏1: 176 字符 (1 首詩, 平均 176.0 字符/首)
 707. 王氏婦: 174 字符 (1 首詩, 平均 174.0 字符/首)
 708. 易思: 172 字符 (4 首詩, 平均 43.0 字符/首)
 709. 李貞白: 172 字符 (6 首詩, 平均 28.7 字符/首)
 710. 畢耀: 171 字符 (3 首詩, 平均 57.0 字符/首)
 711. 王表: 170 字符 (3 首詩, 平均 56.7 字符/首)
 712. 吳清妻: 170 字符 (1 首詩, 平均 170.0 字符/首)
 713. 翁宏: 169 字符 (4 首詩, 平均 42.2 字符/首)
 714. 蕭嵩: 168 字符 (2 首詩, 平均 84.0 字符/首)
 715. 張旭: 168 字符 (5 首詩, 平均 33.6 字符/首)
 716. 寇坦: 168 字符 (2 首詩, 平均 84.0 字符/首)
 717. 李林甫: 168 字符 (2 首詩, 平均 84.0 字符/首)
 718. 令狐峘: 168 字符 (2 首詩, 平均 84.0 字符/首)
 719. 韋建: 168 字符 (2 首詩, 平均 84.0 字符/首)
 720. 潘孟陽: 168 字符 (3 首詩, 平均 56.0 字符/首)
 721. 殷潛之: 168 字符 (1 首詩, 平均 168.0 字符/首)
 722. 溫憲: 168 字符 (4 首詩, 平均 42.0 字符/首)
 723. 路應: 168 字符 (1 首詩, 平均 168.0 字符/首)
 724. 李縝: 168 字符 (1 首詩, 平均 168.0 字符/首)
 725. 戴公懷: 168 字符 (1 首詩, 平均 168.0 字符/首)
 726. 趙彥伯: 167 字符 (4 首詩, 平均 41.8 字符/首)
 727. 劉皂: 167 字符 (3 首詩, 平均 55.7 字符/首)
 728. 劉乙: 167 字符 (4 首詩, 平均 41.8 字符/首)
 729. 蘇晉: 166 字符 (2 首詩, 平均 83.0 字符/首)
 730. 韋夏卿: 166 字符 (3 首詩, 平均 55.3 字符/首)
 731. 胡玢: 165 字符 (4 首詩, 平均 41.2 字符/首)
 732. 馬令: 165 字符 (1 首詩, 平均 165.0 字符/首)
 733. 段文昌: 164 字符 (4 首詩, 平均 41.0 字符/首)
 734. 李棲筠: 164 字符 (2 首詩, 平均 82.0 字符/首)
 735. 平曾: 164 字符 (3 首詩, 平均 54.7 字符/首)
 736. 白敏中: 163 字符 (3 首詩, 平均 54.3 字符/首)
 737. 幸夤遜: 163 字符 (2 首詩, 平均 81.5 字符/首)
 738. 柳曾: 163 字符 (1 首詩, 平均 163.0 字符/首)
 739. 張蕭遠: 162 字符 (3 首詩, 平均 54.0 字符/首)
 740. 楊希道: 162 字符 (4 首詩, 平均 40.5 字符/首)
 741. 元淳: 162 字符 (3 首詩, 平均 54.0 字符/首)
 742. 虎丘石壁鬼: 162 字符 (2 首詩, 平均 81.0 字符/首)
 743. 李舒: 160 字符 (5 首詩, 平均 32.0 字符/首)
 744. 顧在鎔: 160 字符 (3 首詩, 平均 53.3 字符/首)
 745. 趙鸞鸞: 160 字符 (5 首詩, 平均 32.0 字符/首)
 746. 馬湘: 160 字符 (3 首詩, 平均 53.3 字符/首)
