folder,file,author,title,gender,n_chars
G2_女詩人,015_崔仲容_戲贈.txt,崔仲容,戲贈,,28
G2_女詩人,016_崔仲容_贈所思.txt,崔仲容,贈所思,,40
G2_女詩人,017_崔仲容_贈歌姬.txt,崔仲容,贈歌姬,,56
G2_女詩人,018_常浩_寄遠.txt,常浩,寄遠,,76
G2_女詩人,019_常浩_贈盧夫人.txt,常浩,贈盧夫人,,40
G2_女詩人,020_廉氏_寄征人.txt,廉氏,寄征人,,28
G2_女詩人,021_廉氏_峽中即事.txt,廉氏,峽中即事,,42
G2_女詩人,022_廉氏_懷遠.txt,廉氏,懷遠,,40
G2_女詩人,023_張窈窕_上成都在事.txt,張窈窕,上成都在事,,40
G2_女詩人,024_張窈窕_句.txt,張窈窕,句,,21
G2_女詩人,025_張窈窕_寄故人.txt,張窈窕,寄故人,,28
G2_女詩人,026_張窈窕_春思二首.txt,張窈窕,春思二首,,56
G2_女詩人,027_張窈窕_西江行.txt,張窈窕,西江行,,20
G2_女詩人,028_張窈窕_贈所思.txt,張窈窕,贈所思,,28
G2_女詩人,029_徐賢妃_擬小山篇.txt,徐賢妃,擬小山篇,,24
G2_女詩人,030_徐賢妃_秋風函谷應詔.txt,徐賢妃,秋風函谷應詔,,40
G2_女詩人,031_徐賢妃_賦得北方有佳人.txt,徐賢妃,賦得北方有佳人,,50
G2_女詩人,032_徐賢妃_進太宗.txt,徐賢妃,進太宗,,20
G2_女詩人,033_徐賢妃_長門怨.txt,徐賢妃,長門怨,,40
G2_女詩人,034_徐賢妃_長門怨.txt,徐賢妃,長門怨,,40
G2_女詩人,035_德宗宮人_題花葉詩.txt,德宗宮人,題花葉詩,,20
G2_女詩人,036_晁采_子夜歌十八首.txt,晁采,子夜歌十八首,,360
G2_女詩人,037_晁采_寄文茂.txt,晁采,寄文茂,,28
G2_女詩人,038_晁采_春日送夫之長安.txt,晁采,春日送夫之長安,,28
G2_女詩人,039_晁采_秋日再寄.txt,晁采,秋日再寄,,56
G2_女詩人,040_晁采_雨中憶夫.txt,晁采,雨中憶夫,,56
G2_女詩人,041_李冶_偶居.txt,李冶,偶居,,28
G2_女詩人,042_李冶_八至.txt,李冶,八至,,24
G2_女詩人,043_李冶_句.txt,李冶,句,,56
G2_女詩人,044_李冶_寄朱放.txt,李冶,寄朱放,,40
G2_女詩人,045_李冶_寄校書七兄.txt,李冶,寄校書七兄,,40
G2_女詩人,046_李冶_得閻伯鈞書.txt,李冶,得閻伯鈞書,,28
G2_女詩人,047_李冶_從蕭叔子聽彈琴，賦得三峽流泉歌.txt,李冶,從蕭叔子聽彈琴，賦得三峽流泉歌,,112
G2_女詩人,048_李冶_恩命追入，留別廣陵故人.txt,李冶,恩命追入，留別廣陵故人,,56
G2_女詩人,049_李冶_感興.txt,李冶,感興,,56
G2_女詩人,050_李冶_明月夜留別.txt,李冶,明月夜留別,,28
G2_女詩人,051_李冶_春閨怨.txt,李冶,春閨怨,,20
G2_女詩人,052_李冶_柳.txt,李冶,柳,,56
G2_女詩人,053_李冶_湖上臥病喜陸鴻漸至.txt,李冶,湖上臥病喜陸鴻漸至,,40
G2_女詩人,054_李冶_相思怨.txt,李冶,相思怨,,40
G2_女詩人,055_李冶_結素魚貽友人.txt,李冶,結素魚貽友人,,20
G2_女詩人,056_李冶_薔薇花.txt,李冶,薔薇花,,56
G2_女詩人,057_李冶_送閻二十六赴剡縣.txt,李冶,送閻二十六赴剡縣,,40
G2_女詩人,058_李冶_送韓揆之江西.txt,李冶,送韓揆之江西,,40
G2_女詩人,059_李冶_道意寄崔侍郎.txt,李冶,道意寄崔侍郎,,40
G2_女詩人,060_梁瓊_句.txt,梁瓊,句,,14
G2_女詩人,061_梁瓊_宿巫山寄遠人.txt,梁瓊,宿巫山寄遠人,,97
G2_女詩人,062_梁瓊_昭君怨.txt,梁瓊,昭君怨,,40
G2_女詩人,063_梁瓊_遠意.txt,梁瓊,遠意,,20
G2_女詩人,064_梁瓊_銅雀台.txt,梁瓊,銅雀台,,40
G2_女詩人,065_步非煙_又答趙象獨坐.txt,步非煙,又答趙象獨坐,,28
G2_女詩人,066_步非煙_寄懷.txt,步非煙,寄懷,,28
G2_女詩人,067_步非煙_答趙子.txt,步非煙,答趙子,,28
G2_女詩人,068_步非煙_答趙象.txt,步非煙,答趙象,,28
G2_女詩人,069_武后宮人_離別難.txt,武后宮人,離別難,,40
G2_女詩人,070_江妃_謝賜珍珠.txt,江妃,謝賜珍珠,,28
G2_女詩人,071_程長文_春閨怨.txt,程長文,春閨怨,,28
G2_女詩人,072_程長文_獄中書情上使君.txt,程長文,獄中書情上使君,,210
G2_女詩人,073_程長文_銅雀台怨.txt,程長文,銅雀台怨,,56
G2_女詩人,074_花蕊夫人_宮詞.txt,花蕊夫人,宮詞,,4396
G2_女詩人,075_花蕊夫人_述國亡詩.txt,花蕊夫人,述國亡詩,,28
G2_女詩人,076_葛鴉兒_懷良人.txt,葛鴉兒,懷良人,,28
G2_女詩人,077_葛鴉兒_會仙詩.txt,葛鴉兒,會仙詩,,56
G2_女詩人,078_薛媛_寫真寄夫.txt,薛媛,寫真寄夫,,40
G2_女詩人,079_薛濤_上川主武元衡相國二首.txt,薛濤,上川主武元衡相國二首,,56
G2_女詩人,080_薛濤_上王尚書.txt,薛濤,上王尚書,,28
G2_女詩人,081_薛濤_九日遇雨二首.txt,薛濤,九日遇雨二首,,56
G2_女詩人,082_薛濤_別李郎中.txt,薛濤,別李郎中,,28
G2_女詩人,083_薛濤_句.txt,薛濤,句,,58
G2_女詩人,084_薛濤_和劉賓客玉蕣.txt,薛濤,和劉賓客玉蕣,,28
G2_女詩人,085_薛濤_和李書記席上見贈.txt,薛濤,和李書記席上見贈,,28
G2_女詩人,086_薛濤_和郭員外題萬里橋.txt,薛濤,和郭員外題萬里橋,,28
G2_女詩人,087_薛濤_宣上人見示與諸公唱和.txt,薛濤,宣上人見示與諸公唱和,,20
G2_女詩人,088_薛濤_寄張元夫.txt,薛濤,寄張元夫,,28
G2_女詩人,089_薛濤_寄舊詩與元微之.txt,薛濤,寄舊詩與元微之,,56
G2_女詩人,090_薛濤_寄詞.txt,薛濤,寄詞,,28
G2_女詩人,091_薛濤_憶荔枝.txt,薛濤,憶荔枝,,28
G2_女詩人,092_薛濤_採蓮舟.txt,薛濤,採蓮舟,,28
G2_女詩人,093_薛濤_摩訶池贈蕭中丞.txt,薛濤,摩訶池贈蕭中丞,,28
G2_女詩人,094_薛濤_斛石山曉望寄呂侍禦.txt,薛濤,斛石山曉望寄呂侍禦,,28
G2_女詩人,095_薛濤_斛石山書事.txt,薛濤,斛石山書事,,28
G2_女詩人,096_薛濤_春望詞四首.txt,薛濤,春望詞四首,,80
G2_女詩人,097_薛濤_春郊遊眺寄孫處士二首.txt,薛濤,春郊遊眺寄孫處士二首,,56
G2_女詩人,098_薛濤_月.txt,薛濤,月,,20
G2_女詩人,099_薛濤_柳絮.txt,薛濤,柳絮,,28
G2_女詩人,100_薛濤_棠梨花和李太尉.txt,薛濤,棠梨花和李太尉,,28
G2_女詩人,101_薛濤_段相國游武擔寺，病不能從題寄.txt,薛濤,段相國游武擔寺，病不能從題寄,,28
G2_女詩人,102_薛濤_江亭餞別.txt,薛濤,江亭餞別,,28
G2_女詩人,103_薛濤_江月樓.txt,薛濤,江月樓,,42
G2_女詩人,104_薛濤_江邊.txt,薛濤,江邊,,28
G2_女詩人,105_薛濤_池上雙鳥.txt,薛濤,池上雙鳥,,20
G2_女詩人,106_薛濤_海棠溪.txt,薛濤,海棠溪,,28
G2_女詩人,107_薛濤_燕離巢.txt,薛濤,燕離巢,,28
G2_女詩人,108_薛濤_牡丹.txt,薛濤,牡丹,,56
G2_女詩人,109_薛濤_犬離主.txt,薛濤,犬離主,,28
G2_女詩人,110_薛濤_珠離掌.txt,薛濤,珠離掌,,28
G2_女詩人,111_薛濤_秋泉.txt,薛濤,秋泉,,28
G2_女詩人,112_薛濤_竹離亭.txt,薛濤,竹離亭,,28
G2_女詩人,113_薛濤_筆離手.txt,薛濤,筆離手,,28
G2_女詩人,114_薛濤_籌邊樓.txt,薛濤,籌邊樓,,28
G2_女詩人,115_薛濤_續嘉陵驛詩獻武相國.txt,薛濤,續嘉陵驛詩獻武相國,,28
G2_女詩人,116_薛濤_罰赴邊上武相公二首.txt,薛濤,罰赴邊上武相公二首,,56
G2_女詩人,117_薛濤_罰赴邊有懷上韋令公二首.txt,薛濤,罰赴邊有懷上韋令公二首,,40
G2_女詩人,118_薛濤_聽僧吹蘆管.txt,薛濤,聽僧吹蘆管,,28
G2_女詩人,119_薛濤_菱荇沼.txt,薛濤,菱荇沼,,28
G2_女詩人,120_薛濤_蟬.txt,薛濤,蟬,,20
G2_女詩人,121_薛濤_西岩.txt,薛濤,西岩,,28
G2_女詩人,122_薛濤_詠八十一顆.txt,薛濤,詠八十一顆,,24
G2_女詩人,123_薛濤_試新服裁制初成三首.txt,薛濤,試新服裁制初成三首,,84
G2_女詩人,124_薛濤_謁巫山廟.txt,薛濤,謁巫山廟,,56
G2_女詩人,125_薛濤_賊平後上高相公.txt,薛濤,賊平後上高相公,,28
G2_女詩人,126_薛濤_賦淩雲寺二首.txt,薛濤,賦淩雲寺二首,,56
G2_女詩人,127_薛濤_贈楊蘊中.txt,薛濤,贈楊蘊中,,28
G2_女詩人,128_薛濤_贈段校書.txt,薛濤,贈段校書,,28
G2_女詩人,129_薛濤_贈蘇十三中丞.txt,薛濤,贈蘇十三中丞,,28
G2_女詩人,130_薛濤_贈遠二首.txt,薛濤,贈遠二首,,56
G2_女詩人,131_薛濤_贈韋校書.txt,薛濤,贈韋校書,,28
G2_女詩人,132_薛濤_送友人.txt,薛濤,送友人,,28
G2_女詩人,133_薛濤_送姚員外.txt,薛濤,送姚員外,,28
G2_女詩人,134_薛濤_送扶煉師.txt,薛濤,送扶煉師,,28
G2_女詩人,135_薛濤_送盧員外.txt,薛濤,送盧員外,,28
G2_女詩人,136_薛濤_送鄭眉州.txt,薛濤,送鄭眉州,,28
G2_女詩人,137_薛濤_鄉思.txt,薛濤,鄉思,,28
G2_女詩人,138_薛濤_酬人雨後玩竹.txt,薛濤,酬人雨後玩竹,,40
G2_女詩人,139_薛濤_酬吳隨君.txt,薛濤,酬吳隨君,,28
G2_女詩人,140_薛濤_酬文使君.txt,薛濤,酬文使君,,28
G2_女詩人,141_薛濤_酬李校書.txt,薛濤,酬李校書,,28
G2_女詩人,142_薛濤_酬杜舍人.txt,薛濤,酬杜舍人,,28
G2_女詩人,143_薛濤_酬楊供奉法師見招.txt,薛濤,酬楊供奉法師見招,,28
G2_女詩人,144_薛濤_酬祝十三秀才.txt,薛濤,酬祝十三秀才,,28
G2_女詩人,145_薛濤_酬辛員外折花見遺.txt,薛濤,酬辛員外折花見遺,,28
G2_女詩人,146_薛濤_酬郭簡州寄柑子.txt,薛濤,酬郭簡州寄柑子,,28
G2_女詩人,147_薛濤_酬雍秀才貽巴峽圖.txt,薛濤,酬雍秀才貽巴峽圖,,28
G2_女詩人,148_薛濤_金燈花.txt,薛濤,金燈花,,28
G2_女詩人,149_薛濤_鏡離台.txt,薛濤,鏡離台,,28
G2_女詩人,150_薛濤_題竹郎廟.txt,薛濤,題竹郎廟,,28
G2_女詩人,151_薛濤_風.txt,薛濤,風,,20
G2_女詩人,152_薛濤_馬離廄.txt,薛濤,馬離廄,,28
G2_女詩人,153_薛濤_魚離池.txt,薛濤,魚離池,,28
G2_女詩人,154_薛濤_鴛鴦草.txt,薛濤,鴛鴦草,,20
G2_女詩人,155_薛濤_鷹離鞲.txt,薛濤,鷹離鞲,,28
G2_女詩人,156_薛濤_鸚鵡離籠.txt,薛濤,鸚鵡離籠,,28
G2_女詩人,157_裴羽仙_哭夫二首.txt,裴羽仙,哭夫二首,,56
G2_女詩人,158_開元宮人_袍中詩.txt,開元宮人,袍中詩,,40
G2_女詩人,159_關盼盼_句.txt,關盼盼,句,,14
G2_女詩人,160_關盼盼_和白公詩.txt,關盼盼,和白公詩,,28
G2_女詩人,161_關盼盼_燕子樓三首.txt,關盼盼,燕子樓三首,,84
G2_女詩人,162_陳玉蘭_寄夫.txt,陳玉蘭,寄夫,,28
G2_女詩人,163_魚玄機_代人悼亡.txt,魚玄機,代人悼亡,,56
G2_女詩人,164_魚玄機_光、威、裒姊妹三人少孤而始妍乃有是作…因次其韻.txt,魚玄機,光、威、裒姊妹三人少孤而始妍乃有是作…因次其韻,,168
G2_女詩人,165_魚玄機_冬夜寄溫飛卿.txt,魚玄機,冬夜寄溫飛卿,,56
G2_女詩人,166_魚玄機_句.txt,魚玄機,句,,54
G2_女詩人,167_魚玄機_和人.txt,魚玄機,和人,,56
G2_女詩人,168_魚玄機_和人次韻.txt,魚玄機,和人次韻,,56
G2_女詩人,169_魚玄機_和友人次韻.txt,魚玄機,和友人次韻,,56
G2_女詩人,170_魚玄機_和新及第悼亡詩二首.txt,魚玄機,和新及第悼亡詩二首,,84
G2_女詩人,171_魚玄機_夏日山居.txt,魚玄機,夏日山居,,56
G2_女詩人,172_魚玄機_寄劉尚書.txt,魚玄機,寄劉尚書,,60
G2_女詩人,173_魚玄機_寄國香.txt,魚玄機,寄國香,,40
G2_女詩人,174_魚玄機_寄子安.txt,魚玄機,寄子安,,56
G2_女詩人,175_魚玄機_寄題煉師.txt,魚玄機,寄題煉師,,38
G2_女詩人,176_魚玄機_寄飛卿.txt,魚玄機,寄飛卿,,40
G2_女詩人,177_魚玄機_寓言.txt,魚玄機,寓言,,48
G2_女詩人,178_魚玄機_左名場自澤州至京，使人傳語.txt,魚玄機,左名場自澤州至京，使人傳語,,84
G2_女詩人,179_魚玄機_情書.txt,魚玄機,情書,,56
G2_女詩人,180_魚玄機_愁思.txt,魚玄機,愁思,,56
G2_女詩人,181_魚玄機_感懷寄人.txt,魚玄機,感懷寄人,,60
G2_女詩人,182_魚玄機_打球作.txt,魚玄機,打球作,,56
G2_女詩人,183_魚玄機_折楊柳.txt,魚玄機,折楊柳,,28
G2_女詩人,184_魚玄機_早秋.txt,魚玄機,早秋,,40
G2_女詩人,185_魚玄機_春情寄子安.txt,魚玄機,春情寄子安,,84
G2_女詩人,186_魚玄機_暮春即事.txt,魚玄機,暮春即事,,56
G2_女詩人,187_魚玄機_暮春有感寄友人.txt,魚玄機,暮春有感寄友人,,40
G2_女詩人,188_魚玄機_期友人阻雨不至.txt,魚玄機,期友人阻雨不至,,40
G2_女詩人,189_魚玄機_次韻西鄰新居兼乞酒.txt,魚玄機,次韻西鄰新居兼乞酒,,56
G2_女詩人,190_魚玄機_江行.txt,魚玄機,江行,,56
G2_女詩人,191_魚玄機_江陵愁望寄子安.txt,魚玄機,江陵愁望寄子安,,28
G2_女詩人,192_魚玄機_浣紗廟.txt,魚玄機,浣紗廟,,56
G2_女詩人,193_魚玄機_秋怨.txt,魚玄機,秋怨,,28
G2_女詩人,194_魚玄機_聞李端公垂釣回寄贈.txt,魚玄機,聞李端公垂釣回寄贈,,28
G2_女詩人,195_魚玄機_訪趙煉師不遇.txt,魚玄機,訪趙煉師不遇,,40
G2_女詩人,196_魚玄機_賣殘牡丹.txt,魚玄機,賣殘牡丹,,56
G2_女詩人,197_魚玄機_賦得江邊柳.txt,魚玄機,賦得江邊柳,,40
G2_女詩人,198_魚玄機_贈鄰女.txt,魚玄機,贈鄰女,,40
G2_女詩人,199_魚玄機_迎李近仁員外.txt,魚玄機,迎李近仁員外,,28
G2_女詩人,200_魚玄機_送別.txt,魚玄機,送別,,28
G2_女詩人,201_魚玄機_送別.txt,魚玄機,送別,,28
G2_女詩人,202_魚玄機_遊崇真觀南樓，睹新及第題名處.txt,魚玄機,遊崇真觀南樓，睹新及第題名處,,28
G2_女詩人,203_魚玄機_過鄂州.txt,魚玄機,過鄂州,,56
G2_女詩人,204_魚玄機_遣懷.txt,魚玄機,遣懷,,80
G2_女詩人,205_魚玄機_酬李學士寄簟.txt,魚玄機,酬李學士寄簟,,28
G2_女詩人,206_魚玄機_酬李郢夏日釣魚回見示.txt,魚玄機,酬李郢夏日釣魚回見示,,40
G2_女詩人,207_魚玄機_重陽阻雨.txt,魚玄機,重陽阻雨,,28
G2_女詩人,208_魚玄機_閨怨.txt,魚玄機,閨怨,,56
G2_女詩人,209_魚玄機_隔漢江寄子安.txt,魚玄機,隔漢江寄子安,,48
G2_女詩人,210_魚玄機_題任處士創資福寺.txt,魚玄機,題任處士創資福寺,,40
G2_女詩人,211_魚玄機_題隱霧亭.txt,魚玄機,題隱霧亭,,28
G2_女詩人,212_鮑君徽_奉和麟德殿宴百僚應制.txt,鮑君徽,奉和麟德殿宴百僚應制,,60
G2_女詩人,213_鮑君徽_東亭茶宴.txt,鮑君徽,東亭茶宴,,14
G2_女詩人,214_鮑君徽_關山月.txt,鮑君徽,關山月,,60
