字詞,詩人,詞頻
樂詞十,李賀,3
詞十月,李賀,1
十月河,李賀,1
詞十一,李賀,1
十一月,李賀,1
一月河,李賀,1
詞十二,李賀,1
樂詞閏,李賀,1
詞閏月,李賀,1
閏月天,李賀,1
月天上,李賀,1
天上謠,李賀,1
上謠浩,李賀,1
謠浩歌,李賀,1
浩歌秋,李賀,1
歌秋來,李賀,1
秋來帝,李賀,1
來帝子,李賀,1
帝子歌,李賀,1
子歌秦,李賀,1
歌秦王,李賀,1
秦王飲,李賀,1
王飲酒,李賀,1
飲酒洛,李賀,1
酒洛姝,李賀,1
洛姝真,李賀,1
姝真珠,李賀,1
真珠李,李賀,1
珠李夫,李賀,1
李夫人,李賀,1
夫人歌,李賀,1
人歌走,李賀,1
歌走馬,李賀,1
馬引湘,李賀,1
引湘妃,李賀,1
湘妃南,李賀,1
妃南園,李賀,1
南園十,李賀,1
園十三,李賀,1
十三首,李賀,2
三首古,李賀,1
首古悠,李賀,1
古悠悠,李賀,1
悠悠行,李賀,1
悠行黃,李賀,1
行黃頭,李賀,1
黃頭郎,李賀,1
頭郎馬,李賀,1
郎馬詩,李賀,1
馬詩二,李賀,1
詩二十,李賀,1
二十三,李賀,1
三首申,李賀,1
首申鬍,李賀,1
申鬍子,李賀,1
鬍子觱,李賀,1
子觱篥,李賀,1
觱篥歌,李賀,1
篥歌老,李賀,1
歌老夫,李賀,1
老夫采,李賀,1
夫采玉,李賀,1
采玉歌,李賀,1
玉歌傷,李賀,1
歌傷心,李賀,1
傷心行,李賀,1
心行湖,李賀,1
行湖中,李賀,1
湖中曲,李賀,1
中曲黃,李賀,1
曲黃家,李賀,1
黃家洞,李賀,1
家洞屏,李賀,1
洞屏風,李賀,1
屏風曲,李賀,1
風曲南,李賀,1
曲南山,李賀,1
南山田,李賀,1
山田中,李賀,1
田中行,李賀,1
中行貴,李賀,1
行貴主,李賀,1
貴主征,李賀,1
主征行,李賀,1
征行樂,李賀,1
行樂酒,李賀,1
樂酒罷,李賀,1
酒罷張,李賀,1
罷張大,李賀,1
張大徹,李賀,1
大徹索,李賀,1
徹索贈,李賀,1
索贈詩,李賀,1
贈詩羅,李賀,1
詩羅浮,李賀,1
羅浮山,李賀,1
浮山父,李賀,1
山父與,李賀,1
父與葛,李賀,1
與葛篇,李賀,1
葛篇仁,李賀,1
篇仁和,李賀,1
仁和裏,李賀,1
和裏雜,李賀,1
裏雜敘,李賀,1
雜敘皇,李賀,1
敘皇甫,李賀,1
皇甫湜,李賀,3
甫湜宮,李賀,1
湜宮娃,李賀,1
宮娃歌,李賀,1
娃歌堂,李賀,1
歌堂堂,李賀,1
堂堂勉,李賀,1
堂勉愛,李賀,1
勉愛行,李賀,1
愛行二,李賀,1
行二首,李賀,1
二首送,李賀,1
首送小,李賀,1
送小季,李賀,1
小季之,李賀,1
季之廬,李賀,1
之廬山,李賀,1
廬山致,李賀,1
山致酒,李賀,1
致酒行,李賀,1
酒行長,李賀,1
行長歌,李賀,1
短歌公,李賀,1
歌公莫,李賀,1
公莫舞,李賀,1
莫舞歌,李賀,1
舞歌昌,李賀,1
歌昌穀,李賀,1
昌穀北,李賀,1
穀北園,李賀,1
北園新,李賀,1
園新筍,李賀,1
新筍四,李賀,1
筍四首,李賀,1
四首惱,李賀,1
首惱公,李賀,1
惱公感,李賀,1
公感諷,李賀,1
感諷五,李賀,1
諷五首,李賀,1
五首三,李賀,1
首三月,李賀,1
三月過,李賀,1
月過行,李賀,1
過行宮,李賀,1
行宮送,李賀,1
宮送秦,李賀,1
送秦光,李賀,1
秦光祿,李賀,1
光祿北,李賀,1
祿北征,李賀,1
北征酬,李賀,1
征酬答,李賀,1
酬答二,李賀,1
答二首,李賀,1
二首畫,李賀,1
首畫角,李賀,1
畫角東,李賀,1
角東城,李賀,1
東城昌,李賀,1
城昌谷,李賀,1
昌谷讀,李賀,1
谷讀書,李賀,1
讀書示,李賀,1
書示巴,李賀,1
示巴童,李賀,1
巴童巴,李賀,1
童巴童,李賀,1
巴童答,李賀,1
童答代,李賀,1
答代崔,李賀,1
代崔家,李賀,1
崔家送,李賀,1
家送客,李賀,1
送客出,李賀,1
客出城,李賀,1
出城莫,李賀,1
城莫種,李賀,1
莫種樹,李賀,1
種樹將,李賀,1
樹將發,李賀,1
將發追,李賀,1
發追賦,李賀,1
追賦畫,李賀,1
賦畫江,李賀,1
畫江潭,李賀,1
江潭苑,李賀,1
潭苑四,李賀,1
苑四首,李賀,1
四首潞,李賀,1
首潞州,李賀,1
潞州張,李賀,1
州張大,李賀,1
張大宅,李賀,1
大宅病,李賀,1
宅病酒,李賀,1
病酒遇,李賀,1
酒遇江,李賀,1
遇江使,李賀,1
江使寄,李賀,1
使寄上,李賀,1
寄上十,李賀,1
上十四,李賀,1
十四兄,李賀,1
四兄難,李賀,1
兄難忘,李賀,1
忘曲賈,李賀,1
曲賈公,李賀,1
賈公閭,李賀,1
公閭貴,李賀,1
閭貴婿,李賀,1
貴婿曲,李賀,1
婿曲夜,李賀,1
曲夜飲,李賀,1
夜飲朝,李賀,1
飲朝眠,李賀,1
朝眠曲,李賀,1
眠曲王,李賀,1
曲王浚,李賀,1
王浚墓,李賀,1
浚墓下,李賀,1
墓下作,李賀,1
下作客,李賀,1
作客游,李賀,1
客游崇,李賀,1
游崇義,李賀,1
崇義裏,李賀,1
義裏滯,李賀,1
裏滯雨,李賀,1
滯雨馮,李賀,1
雨馮小,李賀,1
馮小憐,李賀,1
小憐贈,李賀,1
憐贈陳,李賀,1
贈陳商,李賀,1
陳商釣,李賀,1
商釣魚,李賀,1
釣魚詩,李賀,1
魚詩奉,李賀,1
詩奉和,李賀,1
奉和二,李賀,1
和二兄,李賀,1
二兄罷,李賀,1
兄罷使,李賀,1
罷使遣,李賀,1
使遣馬,李賀,1
遣馬歸,李賀,1
馬歸延,李賀,1
歸延州,李賀,1
延州答,李賀,1
州答贈,李賀,1
答贈題,李賀,1
贈題趙,李賀,1
題趙生,李賀,1
趙生壁,李賀,1
生壁感,李賀,1
壁感春,李賀,1
感春仙,李賀,1
春仙人,李賀,1
仙人河,李賀,1
人河陽,李賀,1
河陽歌,李賀,1
陽歌花,李賀,1
歌花游,李賀,1
花游曲,李賀,1
游曲春,李賀,1
曲春晝,李賀,1
春晝安,李賀,1
晝安樂,李賀,1
樂宮蝴,李賀,1
宮蝴蝶,李賀,1
蝴蝶飛,李賀,1
蝶飛梁,李賀,1
飛梁公,李賀,1
梁公子,李賀,1
公子牡,李賀,1
子牡丹,李賀,1
牡丹種,李賀,1
丹種曲,李賀,1
種曲後,李賀,1
曲後園,李賀,1
後園鑿,李賀,1
園鑿井,李賀,1
鑿井歌,李賀,1
井歌開,李賀,1
歌開愁,李賀,1
開愁歌,李賀,1
愁歌秦,李賀,1
歌秦宮,李賀,1
秦宮詩,李賀,1
宮詩古,李賀,1
詩古鄴,李賀,1
古鄴城,李賀,1
子謠效,李賀,1
謠效王,李賀,1
效王粲,李賀,1
王粲刺,李賀,1
粲刺曹,李賀,1
刺曹操,李賀,1
曹操楊,李賀,1
操楊生,李賀,1
楊生青,李賀,1
生青花,李賀,1
青花紫,李賀,1
花紫石,李賀,1
紫石硯,李賀,1
石硯歌,李賀,1
硯歌房,李賀,1
歌房中,李賀,1
房中思,李賀,1
中思石,李賀,1
思石城,李賀,1
石城曉,李賀,1
城曉苦,李賀,1
曉苦晝,李賀,1
苦晝短,李賀,1
晝短章,李賀,1
短章和,李賀,1
章和二,李賀,1
和二年,李賀,1
二年中,李賀,1
年中春,李賀,1
中春歸,李賀,1
春歸昌,李賀,1
歸昌谷,李賀,1
昌谷昌,李賀,1
谷昌穀,李賀,1
昌穀詩,李賀,1
穀詩銅,李賀,1
詩銅駝,李賀,1
銅駝悲,李賀,1
駝悲自,李賀,1
悲自昌,李賀,1
自昌穀,李賀,1
昌穀到,李賀,1
穀到洛,李賀,1
到洛後,李賀,1
洛後門,李賀,1
後門七,李賀,1
門七月,李賀,1
七月一,李賀,1
月一日,李賀,1
一日曉,李賀,1
日曉入,李賀,1
曉入太,李賀,1
入太行,李賀,1
太行山,李賀,1
行山秋,李賀,1
山秋涼,李賀,1
秋涼詩,李賀,1
涼詩寄,李賀,1
詩寄正,李賀,1
寄正字,李賀,1
正字十,李賀,1
字十二,李賀,1
十二兄,李賀,1
二兄上,李賀,1
兄上雲,李賀,1
雲樂摩,李賀,1
樂摩多,李賀,1
樓子猛,李賀,1
子猛虎,李賀,1
猛虎行,李賀,1
虎行日,李賀,1
行日出,李賀,1
出行苦,李賀,1
行苦篁,李賀,1
苦篁調,李賀,1
篁調嘯,李賀,1
調嘯引,李賀,1
嘯引拂,李賀,1
引拂舞,李賀,1
拂舞歌,李賀,1
舞歌辭,李賀,1
歌辭夜,李賀,1
辭夜坐,李賀,1
夜坐吟,李賀,1
坐吟箜,李賀,1
吟箜篌,李賀,1
箜篌引,李賀,1
篌引巫,李賀,1
引巫山,李賀,1
山高平,李賀,1
高平城,李賀,1
平城下,李賀,1
城下江,李賀,1
下江南,李賀,1
南弄榮,李賀,1
弄榮華,李賀,1
榮華樂,李賀,1
華樂相,李賀,1
樂相勸,李賀,1
相勸酒,李賀,1
勸酒瑤,李賀,1
酒瑤華,李賀,1
瑤華樂,李賀,1
華樂北,李賀,1
樂北中,李賀,1
北中寒,李賀,1
中寒梁,李賀,1
寒梁台,李賀,1
梁台古,李賀,1
台古愁,李賀,1
古愁公,李賀,1
愁公無,李賀,1
公無出,李賀,1
無出門,李賀,1
出門神,李賀,1
門神弦,李賀,1
別曲綠,李賀,1
曲綠水,李賀,1
綠水詞,李賀,1
水詞沙,李賀,1
詞沙路,李賀,1
沙路曲,李賀,1
路曲上,李賀,1
曲上之,李賀,1
之回高,李賀,1
回高軒,李賀,1
高軒過,李賀,1
軒過貝,李賀,1
過貝宮,李賀,1
貝宮夫,李賀,1
宮夫人,李賀,1
夫人蘭,李賀,1
人蘭香,李賀,1
蘭香神,李賀,1
香神女,李賀,1
神女廟,李賀,1
女廟送,李賀,1
廟送韋,李賀,1
送韋仁,李賀,1
韋仁實,李賀,1
仁實兄,李賀,1
實兄弟,李賀,1
兄弟入,李賀,1
弟入關,李賀,1
入關洛,李賀,1
關洛陽,李賀,1
洛陽城,李賀,1
陽城外,李賀,1
城外別,李賀,1
外別皇,李賀,1
別皇甫,李賀,1
甫湜溪,李賀,1
湜溪晚,李賀,1
溪晚涼,李賀,1
晚涼官,李賀,1
涼官不,李賀,1
官不來,李賀,1
不來題,李賀,1
來題皇,李賀,1
題皇甫,李賀,1
甫湜先,李賀,1
湜先輩,李賀,1
先輩廳,李賀,1
輩廳長,李賀,1
廳長平,李賀,1
長平箭,李賀,1
平箭頭,李賀,1
箭頭歌,李賀,1
頭歌江,李賀,1
歌江樓,李賀,1
江樓曲,李賀,1
樓曲塞,李賀,1
曲塞下,李賀,1
塞下曲,李賀,1
下曲染,李賀,1
曲染絲,李賀,1
染絲上,李賀,1
絲上春,李賀,1
上春機,李賀,1
春機五,李賀,1
機五粒,李賀,1
五粒小,李賀,1
粒小松,李賀,1
小松歌,李賀,1
松歌塘,李賀,1
歌塘上,李賀,1
上行呂,李賀,1
行呂將,李賀,1
呂將軍,李賀,1
將軍歌,李賀,1
軍歌休,李賀,1
歌休洗,李賀,1
休洗紅,李賀,1
洗紅神,李賀,1
紅神弦,李賀,1
神弦曲,李賀,1
弦曲野,李賀,1
曲野歌,李賀,1
野歌神,李賀,1
歌神弦,李賀,1
神弦將,李賀,1
弦將進,李賀,1
將進酒,李賀,1
進酒美,李賀,1
酒美人,李賀,1
美人梳,李賀,1
人梳頭,李賀,1
梳頭歌,李賀,1
頭歌月,李賀,1
歌月漉,李賀,1
月漉漉,李賀,1
漉漉篇,李賀,1
漉篇京,李賀,1
篇京城,李賀,1
京城官,李賀,1
城官街,李賀,1
官街鼓,李賀,1
街鼓許,李賀,1
鼓許公,李賀,1
許公子,李賀,1
公子鄭,李賀,1
子鄭姬,李賀,1
鄭姬歌,李賀,1
姬歌新,李賀,1
歌新夏,李賀,1
新夏歌,李賀,1
夏歌題,李賀,1
歌題歸,李賀,1
題歸夢,李賀,1
歸夢經,李賀,1
夢經沙,李賀,1
經沙苑,李賀,1
沙苑出,李賀,1
苑出城,李賀,1
出城別,李賀,1
城別張,李賀,1
別張又,李賀,1
張又新,李賀,1
又新酬,李賀,1
新酬李,李賀,1
酬李漢,李賀,1
李漢假,李賀,1
漢假龍,李賀,1
假龍吟,李賀,1
龍吟歌,李賀,1
吟歌感,李賀,1
歌感諷,李賀,1
感諷六,李賀,1
諷六首,李賀,1
六首莫,李賀,1
首莫愁,李賀,1
愁曲夜,李賀,1
曲夜來,李賀,1
夜來樂,李賀,1
來樂嘲,李賀,1
樂嘲雪,李賀,1
嘲雪春,李賀,1
雪春懷,李賀,1
春懷引,李賀,1
懷引白,李賀,1
引白虎,李賀,1
白虎行,李賀,1
虎行有,李賀,1
行有所,李賀,1
有所思,李賀,1
所思啁,李賀,1
思啁少,李賀,1
啁少年,李賀,1
少年高,李賀,1
年高平,李賀,1
高平縣,李賀,1
平縣東,李賀,1
縣東私,李賀,1
東私路,李賀,1
私路神,李賀,1
路神仙,李賀,1
神仙曲,李賀,1
仙曲龍,李賀,1
曲龍夜,李賀,1
龍夜吟,李賀,1
夜吟昆,李賀,1
吟昆侖,李賀,1
昆侖使,李賀,1
侖使者,李賀,1
使者漢,李賀,1
者漢唐,李賀,1
漢唐姬,李賀,1
唐姬飲,李賀,1
姬飲酒,李賀,1
飲酒歌,李賀,1
酒歌聽,李賀,1
歌聽穎,李賀,1
聽穎師,李賀,1
穎師琴,李賀,1
師琴歌,李賀,1
琴歌謠,李賀,1
歌謠俗,李賀,1
謠俗靜,李賀,1
俗靜女,李賀,1
靜女春,李賀,1
女春曙,李賀,1
春曙曲,李賀,1
曙曲少,李賀,1
曲少年,李賀,1
年樂句,李賀,1
樂府雜,劉駕,1
府雜曲,劉駕,1
雜曲鼓,劉駕,1
曲鼓吹,劉駕,1
鼓吹曲,劉駕,1
吹曲辭,劉駕,2
曲辭戰,劉駕,1
辭戰城,劉駕,1
戰城南,劉駕,2
城南橫,劉駕,1
南橫吹,劉駕,1
橫吹曲,劉駕,1
曲辭出,劉駕,1
辭出塞,劉駕,1
出塞相,劉駕,1
塞相和,劉駕,1
相和歌,劉駕,3
和歌辭,劉駕,3
歌辭苦,劉駕,1
辭苦寒,劉駕,1
苦寒行,劉駕,2
寒行相,劉駕,1
行相和,劉駕,1
歌辭長,劉駕,1
辭長門,劉駕,1
長門怨,劉駕,2
門怨相,劉駕,1
怨相和,劉駕,1
歌辭賈,劉駕,1
辭賈客,劉駕,1
賈客詞,劉駕,2
客詞雜,劉駕,1
詞雜曲,劉駕,1
雜曲歌,劉駕,1
曲歌辭,劉駕,1
歌辭空,劉駕,1
辭空城,劉駕,1
空城雀,劉駕,2
城雀長,劉駕,1
雀長安,劉駕,1
長安旅,劉駕,1
安旅舍,劉駕,1
旅舍紓,劉駕,1
舍紓情,劉駕,1
紓情投,劉駕,1
情投先,劉駕,1
投先達,劉駕,1
先達送,劉駕,1
達送友,劉駕,1
送友下,劉駕,1
友下第,劉駕,1
下第游,劉駕,1
第游雁,劉駕,1
游雁門,劉駕,1
雁門讀,劉駕,1
門讀史,劉駕,1
讀史反,劉駕,1
史反賈,劉駕,1
反賈客,劉駕,1
賈客樂,劉駕,1
客樂送,劉駕,1
樂送李,劉駕,1
送李垣,劉駕,1
李垣先,劉駕,1
垣先輩,劉駕,1
先輩歸,劉駕,1
輩歸嵩,劉駕,1
歸嵩少,劉駕,1
嵩少舊,劉駕,1
少舊居,劉駕,1
舊居苦,劉駕,1
居苦寒,劉駕,1
苦寒吟,劉駕,1
寒吟上,劉駕,1
吟上巳,劉駕,1
上巳日,劉駕,1
巳日春,劉駕,1
日春台,劉駕,1
春台釣,劉駕,1
台釣台,劉駕,1
釣台懷,劉駕,1
台懷古,劉駕,1
懷古勵,劉駕,1
古勵志,劉駕,1
勵志桑,劉駕,1
志桑婦,劉駕,1
桑婦上,劉駕,1
婦上馬,劉駕,1
上馬歎,劉駕,1
馬歎唐,劉駕,1
歎唐樂,劉駕,1
唐樂府,劉駕,10
樂府十,劉駕,10
府十首,劉駕,10
十首送,劉駕,1
首送征,劉駕,1
送征夫,劉駕,1
征夫唐,劉駕,1
夫唐樂,劉駕,1
十首輸,劉駕,1
首輸者,劉駕,1
輸者謳,劉駕,1
者謳唐,劉駕,1
謳唐樂,劉駕,1
十首吊,劉駕,1
首吊西,劉駕,1
吊西人,劉駕,1
西人唐,劉駕,1
人唐樂,劉駕,2
十首邊,劉駕,1
首邊軍,劉駕,1
邊軍過,劉駕,1
軍過唐,劉駕,1
過唐樂,劉駕,1
十首望,劉駕,1
首望歸,劉駕,1
望歸馬,劉駕,1
歸馬唐,劉駕,1
馬唐樂,劉駕,1
十首祝,劉駕,1
首祝河,劉駕,1
祝河水,劉駕,1
河水唐,劉駕,1
水唐樂,劉駕,1
十首田,劉駕,1
首田西,劉駕,1
田西邊,劉駕,1
西邊唐,劉駕,1
邊唐樂,劉駕,1
十首昆,劉駕,1
首昆山,劉駕,1
昆山唐,劉駕,1
山唐樂,劉駕,1
十首樂,劉駕,1
首樂邊,劉駕,1
樂邊人,劉駕,1
邊人唐,劉駕,1
十首獻,劉駕,1
首獻賀,劉駕,1
獻賀觴,劉駕,1
賀觴且,劉駕,1
觴且可,劉駕,1
且可憐,劉駕,1
可憐行,劉駕,1
憐行築,劉駕,1
行築臺,劉駕,1
築臺詞,劉駕,1
臺詞鄰,劉駕,1
詞鄰女,劉駕,1
鄰女山,劉駕,1
女山中,劉駕,1
山中夜,劉駕,1
中夜坐,劉駕,1
夜坐秦,劉駕,1
坐秦娥,劉駕,1
秦娥牧,劉駕,1
娥牧童,劉駕,1
牧童古,劉駕,1
童古出,劉駕,1
古出塞,劉駕,1
出塞寄,劉駕,1
塞寄遠,劉駕,1
寄遠下,劉駕,1
遠下第,劉駕,1
下第後,劉駕,1
第後屏,劉駕,1
後屏居,劉駕,1
屏居長,劉駕,1
居長安,劉駕,1
長安書,劉駕,1
安書懷,劉駕,1
書懷寄,劉駕,1
懷寄太,劉駕,1
寄太原,劉駕,1
太原從,劉駕,1
原從事,劉駕,1
從事早,劉駕,1
事早行,劉駕,1
早行青,劉駕,1
行青門,劉駕,1
青門路,劉駕,1
門路效,劉駕,1
路效古,劉駕,1
效古戰,劉駕,1
古戰城,劉駕,1
城南曲,劉駕,1
南曲江,劉駕,1
曲江春,劉駕,1
江春霽,劉駕,1
春霽贈,劉駕,1
霽贈先,劉駕,1
贈先達,劉駕,1
先達有,劉駕,1
達有感,劉駕,1
有感姑,劉駕,1
感姑蘇,劉駕,1
姑蘇台,劉駕,1
蘇台豪,劉駕,1
台豪家,劉駕,1
豪家山,劉駕,1
家山中,劉駕,1
山中有,劉駕,1
中有招,劉駕,1
有招空,劉駕,1
招空城,劉駕,1
城雀馮,劉駕,1
雀馮叟,劉駕,1
馮叟居,劉駕,1
叟居醒,劉駕,1
居醒後,劉駕,1
醒後棄,劉駕,1
後棄婦,劉駕,1
棄婦送,劉駕,1
婦送李,劉駕,1
送李殷,劉駕,1
李殷游,劉駕,1
殷游邊,劉駕,1
游邊江,劉駕,1
邊江村,劉駕,1
江村出,劉駕,1
村出門,劉駕,1
出門別,劉駕,1
門別道,劉駕,1
別道者,劉駕,1
道者蘭,劉駕,1
者蘭昌,劉駕,1
蘭昌宮,劉駕,1
昌宮送,劉駕,1
宮送友,劉駕,1
送友人,劉駕,1
友人擢,劉駕,1
人擢第,劉駕,1
擢第東,劉駕,1
第東歸,劉駕,2
東歸久,劉駕,1
歸久客,劉駕,1
久客秋,劉駕,1
客秋夕,劉駕,1
秋夕效,劉駕,1
夕效陶,劉駕,1
效陶長,劉駕,1
陶長門,劉駕,1
門怨苦,劉駕,1
怨苦寒,劉駕,1
寒行琪,劉駕,1
行琪樹,劉駕,1
琪樹下,劉駕,1
樹下因,劉駕,1
下因吟,劉駕,1
因吟六,劉駕,1
吟六韻,劉駕,1
六韻呈,劉駕,1
韻呈先,劉駕,1
呈先達,劉駕,1
先達者,劉駕,1
達者送,劉駕,1
者送人,劉駕,1
送人登,劉駕,1
人登第,劉駕,1
登第東,劉駕,1
東歸賈,劉駕,1
歸賈客,劉駕,1
客詞塞,劉駕,1
詞塞下,劉駕,1
塞下曲,劉駕,1
下曲春,劉駕,1
曲春夜,劉駕,1
春夜二,劉駕,1
夜二首,劉駕,1
二首郪,劉駕,1
首郪中,劉駕,1
郪中感,劉駕,1
中感懷,劉駕,1
感懷曉,劉駕,1
懷曉登,劉駕,1
曉登迎,劉駕,1
登迎春,劉駕,1
迎春閣,劉駕,1
春閣白,劉駕,1
閣白髭,劉駕,1
白髭送,劉駕,1
髭送盧,劉駕,1
送盧使,劉駕,1
盧使君,劉駕,1
使君赴,劉駕,1
君赴夔,劉駕,1
赴夔州,劉駕,1
夔州望,劉駕,1
州望月,劉駕,1
望月古,劉駕,1
月古意,劉駕,1
樂府雜,貫休,2
府雜曲,貫休,2
雜曲鼓,貫休,2
曲鼓吹,貫休,2
鼓吹曲,貫休,2
吹曲辭,貫休,5
曲辭戰,貫休,1
辭戰城,貫休,1
戰城南,貫休,2
城南二,貫休,2
南二首,貫休,2
二首樂,貫休,1
首樂府,貫休,1
曲辭臨,貫休,1
辭臨高,貫休,1
臨高臺,貫休,2
高臺橫,貫休,1
臺橫吹,貫休,1
橫吹曲,貫休,3
曲辭出,貫休,1
辭出塞,貫休,1
出塞曲,貫休,2
塞曲橫,貫休,2
曲橫吹,貫休,2
曲辭入,貫休,1
辭入塞,貫休,1
入塞曲,貫休,1
曲辭長,貫休,1
辭長安,貫休,1
長安道,貫休,2
安道相,貫休,1
道相和,貫休,1
相和歌,貫休,6
和歌辭,貫休,6
歌辭蒿,貫休,1
辭蒿裏,貫休,1
蒿裏相,貫休,1
裏相和,貫休,1
歌辭苦,貫休,1
辭苦寒,貫休,1
苦寒行,貫休,2
寒行相,貫休,1
行相和,貫休,3
歌辭善,貫休,1
辭善哉,貫休,1
善哉行,貫休,1
哉行相,貫休,1
歌辭上,貫休,1
辭上留,貫休,1
上留田,貫休,2
留田相,貫休,1
田相和,貫休,1
歌辭胡,貫休,1
辭胡無,貫休,1
胡無人,貫休,2
無人行,貫休,1
人行相,貫休,1
歌辭陽,貫休,1
辭陽春,貫休,1
陽春曲,貫休,2
春曲雜,貫休,1
曲雜曲,貫休,1
雜曲歌,貫休,5
曲歌辭,貫休,5
歌辭君,貫休,1
辭君子,貫休,1
君子有,貫休,2
子有所,貫休,2
有所思,貫休,2
所思行,貫休,1
思行雜,貫休,1
行雜曲,貫休,1
歌辭少,貫休,1
辭少年,貫休,1
少年行,貫休,2
年行三,貫休,1
行三首,貫休,1
三首雜,貫休,1
首雜曲,貫休,2
歌辭行,貫休,1
辭行路,貫休,1
行路難,貫休,2
路難五,貫休,1
難五首,貫休,1
五首雜,貫休,1
歌辭古,貫休,1
辭古離,貫休,1
古離別,貫休,2
離別雜,貫休,1
別雜曲,貫休,1
歌辭夜,貫休,1
辭夜夜,貫休,1
夜夜曲,貫休,2
夜曲讀,貫休,1
曲讀離,貫休,1
讀離騷,貫休,1
離騷經,貫休,1
騷經陽,貫休,1
經陽春,貫休,1
春曲白,貫休,1
曲白雪,貫休,1
白雪曲,貫休,1
雪曲上,貫休,1
曲上留,貫休,1
留田胡,貫休,1
田胡無,貫休,1
無人苦,貫休,1
人苦寒,貫休,1
寒行蒿,貫休,1
行蒿裏,貫休,1
蒿裏臨,貫休,1
裏臨高,貫休,1
高臺杞,貫休,1
臺杞梁,貫休,1
杞梁妻,貫休,1
梁妻古,貫休,1
妻古離,貫休,1
離別戰,貫休,1
別戰城,貫休,1
二首少,貫休,1
首少年,貫休,1
年行夢,貫休,1
行夢遊,貫休,1
夢遊仙,貫休,1
遊仙四,貫休,1
仙四首,貫休,1
四首輕,貫休,1
首輕薄,貫休,1
輕薄篇,貫休,1
薄篇二,貫休,1
篇二首,貫休,1
二首長,貫休,1
首長安,貫休,1
安道洛,貫休,1
道洛陽,貫休,1
洛陽塵,貫休,1
陽塵富,貫休,1
塵富貴,貫休,1
富貴曲,貫休,1
貴曲二,貫休,1
曲二首,貫休,2
二首野,貫休,1
首野田,貫休,1
野田黃,貫休,1
田黃雀,貫休,1
黃雀行,貫休,1
雀行古,貫休,1
行古意,貫休,1
古意九,貫休,1
意九首,貫休,1
九首酷,貫休,1
首酷吏,貫休,1
酷吏詞,貫休,1
吏詞還,貫休,1
詞還舉,貫休,1
還舉人,貫休,1
舉人歌,貫休,1
人歌行,貫休,1
歌行卷,貫休,1
行卷陳,貫休,1
卷陳宮,貫休,1
陳宮詞,貫休,1
宮詞擬,貫休,1
詞擬齊,貫休,1
擬齊梁,貫休,3
齊梁酬,貫休,1
梁酬所,貫休,1
酬所知,貫休,1
所知見,貫休,1
知見贈,貫休,1
見贈二,貫休,1
贈二首,貫休,1
二首經,貫休,2
首經古,貫休,1
經古戰,貫休,1
古戰場,貫休,1
戰場村,貫休,1
場村行,貫休,1
村行遇,貫休,1
行遇獵,貫休,1
遇獵漁,貫休,1
獵漁家,貫休,1
漁家田,貫休,1
家田家,貫休,1
田家作,貫休,1
家作江,貫休,1
作江邊,貫休,1
江邊祠,貫休,1
邊祠苦,貫休,1
祠苦熱,貫休,1
苦熱寄,貫休,1
熱寄赤,貫休,1
寄赤松,貫休,2
赤松道,貫休,2
松道者,貫休,1
道者偶,貫休,2
者偶作,貫休,2
偶作二,貫休,1
作二首,貫休,2
二首夜,貫休,1
首夜夜,貫休,1
夜曲春,貫休,1
曲春晚,貫休,1
春晚書,貫休,1
晚書山,貫休,1
書山家,貫休,1
山家屋,貫休,1
家屋壁,貫休,1
屋壁二,貫休,2
壁二首,貫休,2
二首春,貫休,2
首春晚,貫休,1
春晚閒,貫休,1
晚閒居,貫休,1
閒居寄,貫休,1
居寄陳,貫休,1
寄陳嵩,貫休,1
陳嵩伯,貫休,1
嵩伯長,貫休,1
伯長持,貫休,1
長持經,貫休,1
持經僧,貫休,1
經僧茫,貫休,1
僧茫茫,貫休,1
茫茫曲,貫休,1
茫曲古,貫休,1
曲古鏡,貫休,1
古鏡詞,貫休,2
鏡詞上,貫休,1
詞上劉,貫休,1
上劉侍,貫休,1
劉侍郎,貫休,1
侍郎送,貫休,1
郎送姜,貫休,1
送姜道,貫休,1
姜道士,貫休,1
道士歸,貫休,2
士歸南,貫休,1
歸南嶽,貫休,1
南嶽了,貫休,1
嶽了仙,貫休,1
了仙謠,貫休,1
仙謠古,貫休,1
謠古鏡,貫休,1
鏡詞懷,貫休,1
詞懷張,貫休,1
懷張為,貫休,1
張為周,貫休,1
為周樸,貫休,1
周樸題,貫休,1
樸題弘,貫休,1
題弘顗,貫休,1
弘顗三,貫休,1
顗三藏,貫休,1
三藏院,貫休,1
藏院古,貫休,1
院古意,貫休,1
古意代,貫休,1
意代友,貫休,1
代友人,貫休,1
友人投,貫休,1
人投所,貫休,1
投所知,貫休,1
所知聞,貫休,1
知聞知,貫休,1
聞知己,貫休,1
知己入,貫休,1
己入翰,貫休,1
入翰林,貫休,1
翰林上,貫休,1
林上裴,貫休,1
上裴大,貫休,1
裴大夫,貫休,1
大夫二,貫休,1
夫二首,貫休,1
二首上,貫休,2
首上劉,貫休,1
上劉商,貫休,1
劉商州,貫休,1
商州閒,貫休,1
州閒居,貫休,1
閒居擬,貫休,1
居擬齊,貫休,1
齊梁四,貫休,1
梁四首,貫休,1
四首塞,貫休,1
首塞上,貫休,1
塞上曲,貫休,2
上曲二,貫休,1
二首擬,貫休,1
